County,Awaiting_testing,Inconclusive,Negative,Positive,Percent_positive,Total_tested,Date,file_name,Awaiting_BPHL_testing,Total,Awaiting_Testing,New_Negatives,New_Cases
Duval,78,16,34629,1215,3%,35860,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,627,16
Duval,77,14,35063,1252,3%,36329,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,434,37
Duval,79,14,35807,1259,3%,37080,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,744,7
Duval,76,32,36433,1284,3%,37749,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,626,25
Duval,76,32,37557,1300,3%,38889,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,1124,16
Duval,76,32,39480,1318,3%,40830,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,1923,18
Duval,75,34,42355,1336,3%,43725,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,2875,18
Duval,76,51,44998,1376,3%,46425,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,2643,40
Duval,77,51,45712,1406,3%,47169,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,714,30
Duval,77,52,46595,1439,3%,48086,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,883,33
Duval,80,52,47959,1467,3%,49478,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,1364,28
Duval,80,52,48602,1484,3%,50138,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,643,17
Duval,78,52,49191,1507,3%,50750,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,589,23
Duval,77,52,49885,1523,3%,51460,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,694,16
Duval,77,28,51001,1561,3%,52590,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,1116,38
Duval,77,28,51785,1608,3%,53421,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,784,47
Duval,76,28,53197,1644,3%,54869,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,1412,36
Duval,76,28,53872,1654,3%,55554,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,675,10
Escambia,,,11,1,7%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,15,3,,
Escambia,,,21,1,5%,22,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,3,,,10,0
Escambia,,0,29,1,3%,30,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,2,,,8,0
Escambia,,0,41,4,9%,45,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,2,,,12,3
Escambia,,0,57,9,14%,66,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,5,,,16,5
Escambia,,,118,13,10%,131,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,6,,,61,4
Escambia,,0,217,17,7%,234,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,3,,,99,4
Escambia,,0,261,20,7%,281,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,1,,,44,3
Escambia,1,0,349,28,7%,377,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,88,8
Escambia,1,0,454,28,6%,482,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,105,0
Escambia,1,0,590,37,6%,627,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,136,9
Escambia,1,0,705,81,10%,786,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,115,44
Escambia,2,0,823,94,10%,917,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,118,13
Escambia,2,0,832,94,10%,926,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,9,0
Escambia,3,0,1055,101,9%,1156,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,223,7
Escambia,2,0,1207,113,9%,1320,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,152,12
Escambia,2,0,1390,118,8%,1508,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,183,5
Escambia,2,0,1592,125,7%,1717,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,202,7
Escambia,3,0,1931,141,7%,2072,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,339,16
Escambia,10,0,2529,168,6%,2697,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,598,27
Escambia,1,1,2625,192,7%,2818,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,96,24
Escambia,7,2,3044,204,6%,3250,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,419,12
Escambia,17,2,3172,210,6%,3384,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,128,6
Escambia,15,5,3379,224,6%,3608,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,207,14
Escambia,11,5,3459,241,7%,3705,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,80,17
Escambia,11,5,3568,246,6%,3819,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,109,5
Escambia,28,5,3617,254,7%,3876,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,49,8
Escambia,48,4,3739,265,7%,4008,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,122,11
Escambia,47,5,3949,282,7%,4236,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,210,17
Escambia,35,5,4061,303,7%,4369,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,112,21
Escambia,29,5,4248,309,7%,4562,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,187,6
Escambia,28,5,4332,314,7%,4651,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,84,5
Escambia,28,5,4474,337,7%,4816,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,142,23
Escambia,21,5,4898,415,8%,5318,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,424,78
Escambia,22,5,5097,419,8%,5521,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,199,4
Escambia,25,7,5296,427,7%,5730,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,199,8
Escambia,21,7,5679,442,7%,6128,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,383,15
Escambia,18,7,6002,457,7%,6466,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,323,15
Escambia,18,7,6198,470,7%,6675,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,196,13
Escambia,17,8,6295,485,7%,6788,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,97,15
Escambia,23,8,6401,496,7%,6905,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,106,11
Escambia,24,8,6516,506,7%,7030,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,115,10
Escambia,22,7,6972,532,7%,7511,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,456,26
Escambia,21,7,7412,538,7%,7957,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,440,6
Escambia,19,7,7676,593,7%,8276,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,264,55
Escambia,16,7,8455,598,7%,9060,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,779,5
Escambia,13,7,8608,604,7%,9219,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,153,6
Escambia,12,7,8822,616,7%,9445,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,214,12
Escambia,14,7,9573,618,6%,10198,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,751,2
Escambia,15,7,9788,634,6%,10429,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,215,16
Escambia,15,7,9953,638,6%,10598,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,165,4
Escambia,14,7,10212,641,6%,10860,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,259,3
Escambia,13,10,10312,659,6%,10981,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,100,18
Escambia,10,10,11125,665,6%,11800,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,813,6
Escambia,7,10,11413,671,6%,12094,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,288,6
Escambia,7,10,11690,682,6%,12382,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,277,11
Escambia,7,10,11875,682,5%,12567,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,185,0
Escambia,7,18,12097,689,5%,12804,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,222,7
Escambia,2,18,12519,707,5%,13244,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,422,18
Escambia,8,18,13184,719,5%,13921,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,665,12
Escambia,8,18,14029,723,5%,14770,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,845,4
Escambia,2,18,15197,740,5%,15955,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,1168,17
Escambia,2,18,16116,749,4%,16883,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,919,9
Escambia,2,18,16316,756,4%,17090,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,200,7
Escambia,2,18,17258,768,4%,18044,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,942,12
Escambia,2,18,17537,769,4%,18324,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,279,1
Escambia,2,19,17827,776,4%,18622,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,290,7
Escambia,1,19,18214,784,4%,19017,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,387,8
Escambia,2,9,18749,791,4%,19549,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,535,7
Escambia,2,9,18949,810,4%,19768,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,200,19
Escambia,2,8,19359,815,4%,20182,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,410,5
Escambia,2,8,19759,828,4%,20595,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,400,13
Flagler,,,3,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,9,6,,
Flagler,,,39,0,0%,39,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,1,,,36,0
Flagler,,0,46,0,0%,46,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,1,,,7,0
Flagler,,0,48,1,2%,49,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,1,,,2,1
Flagler,,0,53,3,5%,56,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,2,,,5,2
Flagler,,,57,4,7%,61,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,2,,,4,1
Flagler,,0,74,6,8%,80,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,0,,,17,2
Flagler,,0,93,8,8%,101,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,0,,,19,2
Flagler,0,0,124,12,9%,136,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,31,4
Flagler,0,0,137,13,9%,150,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,13,1
Flagler,0,0,158,13,8%,171,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,21,0
Flagler,0,0,166,15,8%,181,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,8,2
Flagler,0,0,185,18,9%,203,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,19,3
Flagler,0,0,197,20,9%,217,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,12,2
Flagler,0,1,229,25,10%,255,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,32,5
Flagler,2,1,262,28,10%,291,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,33,3
Flagler,2,2,314,29,8%,345,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,52,1
Flagler,0,2,376,31,8%,409,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,62,2
Flagler,0,2,387,34,8%,423,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,11,3
Flagler,0,2,432,35,7%,469,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,45,1
Flagler,0,1,501,41,8%,543,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,69,6
Flagler,0,1,552,44,7%,597,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,51,3
Flagler,2,1,586,46,7%,633,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,34,2
Flagler,1,1,618,45,7%,664,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,32,-1
Flagler,,2,663,45,6%,710,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,45,0
Flagler,,2,683,45,6%,730,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,20,0
Flagler,1,2,746,45,6%,793,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,63,0
Flagler,,1,812,46,5%,859,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,66,1
Flagler,,1,849,52,6%,902,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,37,6
Flagler,,1,873,55,6%,929,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,24,3
Flagler,,1,908,75,8%,984,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,35,20
Flagler,,1,928,75,7%,1004,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,20,0
Flagler,1,1,969,77,7%,1047,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,41,2
Flagler,,1,990,78,7%,1069,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,21,1
Flagler,,1,1015,78,7%,1094,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,25,0
Flagler,,1,1051,105,9%,1157,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,36,27
Flagler,,1,1108,116,9%,1225,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,57,11
Flagler,1,1,1129,121,10%,1251,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,21,5
Flagler,,1,1266,127,9%,1394,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,137,6
Flagler,,1,1301,131,9%,1433,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,35,4
Flagler,,1,1326,133,9%,1460,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,25,2
Flagler,,1,1377,133,9%,1511,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,51,0
Flagler,,1,1429,134,9%,1564,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,52,1
Flagler,,2,1464,138,9%,1604,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,35,4
Flagler,,2,1585,140,8%,1727,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,121,2
Flagler,,2,1786,141,7%,1929,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,201,1
Flagler,3,2,1836,142,7%,1980,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,50,1
Flagler,3,2,1862,145,7%,2009,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,26,3
Flagler,,4,1916,147,7%,2067,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,54,2
Flagler,,4,1995,147,7%,2146,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,79,0
Flagler,,5,2049,147,7%,2201,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,54,0
Flagler,,5,2170,147,6%,2322,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,121,0
Flagler,,5,2248,147,6%,2400,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,78,0
Flagler,,5,2251,148,6%,2404,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,3,1
Flagler,1,7,2325,148,6%,2480,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,74,0
Flagler,,6,2350,153,6%,2509,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,25,5
Flagler,,6,2374,156,6%,2536,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,24,3
Flagler,,8,2420,156,6%,2584,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,46,0
Flagler,,8,2478,160,6%,2646,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,58,4
Flagler,,8,2667,167,6%,2842,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,189,7
Flagler,,8,3016,169,5%,3193,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,349,2
Flagler,,9,3562,173,5%,3744,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,546,4
Flagler,,9,3636,173,5%,3818,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,74,0
Flagler,,9,3732,177,5%,3918,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,96,4
Flagler,,10,3907,177,4%,4094,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,175,0
Flagler,,10,3935,177,4%,4122,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,28,0
Flagler,,10,3965,178,4%,4153,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,30,1
Flagler,,11,4039,179,4%,4229,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,74,1
Flagler,,7,4064,182,4%,4253,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,25,3
Flagler,,5,4081,185,4%,4271,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,17,3
Flagler,,5,4366,189,4%,4560,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,285,4
Flagler,,5,4628,189,4%,4822,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,262,0
Franklin,,,0,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,1,1,,
Franklin,,,3,0,0%,3,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,2,,,3,0
Franklin,,0,3,0,0%,3,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,2,,,0,0
Franklin,,0,8,0,0%,8,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,0,,,5,0
Franklin,,0,10,0,0%,10,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,1,,,2,0
Franklin,,,11,0,0%,11,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,0,,,1,0
Franklin,,0,12,0,0%,12,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,1,,,1,0
Franklin,,0,14,0,0%,14,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,0,,,2,0
Franklin,0,0,14,0,0%,14,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,0,0
Franklin,0,0,15,0,0%,15,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,1,0
Franklin,0,0,17,0,0%,17,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,2,0
Franklin,0,0,18,0,0%,18,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,1,0
Franklin,0,0,20,0,0%,20,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,2,0
Franklin,0,0,20,0,0%,20,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,0,0
Franklin,0,0,21,0,0%,21,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,1,0
Franklin,0,0,22,1,4%,23,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,1,1
Franklin,0,0,24,1,4%,25,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,2,0
Franklin,0,0,27,2,7%,29,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,3,1
Franklin,0,0,30,2,6%,32,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,3,0
Franklin,0,0,41,2,5%,43,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,11,0
Franklin,0,0,47,2,4%,49,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,6,0
Franklin,0,0,49,2,4%,51,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,2,0
Franklin,,,50,2,4%,52,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,1,0
Franklin,,,50,2,4%,52,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,0,0
Franklin,,,53,2,4%,55,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,3,0
Franklin,,,56,2,3%,58,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,3,0
Franklin,,,57,2,3%,59,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,1,0
Franklin,,,60,2,3%,62,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,3,0
Franklin,,,63,2,3%,65,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,3,0
Franklin,,,63,2,3%,65,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,0,0
Franklin,,,64,2,3%,66,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,1,0
Franklin,,,67,2,3%,69,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,3,0
Franklin,,,70,2,3%,72,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,3,0
Franklin,,,74,2,3%,76,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,4,0
Franklin,,,74,2,3%,76,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,0,0
Franklin,,,79,2,2%,81,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,5,0
Franklin,,,82,2,2%,84,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,3,0
Franklin,,,84,2,2%,86,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,2,0
Franklin,,,85,2,2%,87,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,1,0
Franklin,,,85,2,2%,87,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,0,0
Franklin,,,85,2,2%,87,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,0,0
Franklin,,,88,2,2%,90,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,3,0
Franklin,,,97,2,2%,99,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,9,0
Franklin,,,108,2,2%,110,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,11,0
Franklin,,,110,2,2%,112,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,2,0
Franklin,,,112,2,2%,114,5/4/2020,Florida COVID-19 Data 05-04-2020.txt,,,,2,0
Franklin,,,115,2,2%,117,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,3,0
Franklin,,,116,2,2%,118,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,1,0
Franklin,,,119,2,2%,121,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,3,0
Franklin,,,120,2,2%,122,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,1,0
Franklin,,,122,2,2%,124,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,2,0
Franklin,,,125,2,2%,127,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,3,0
Franklin,,,126,2,2%,128,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,1,0
Franklin,,,207,2,1%,209,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,81,0
Franklin,,,208,2,1%,210,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,1,0
Franklin,,,212,2,1%,214,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,4,0
Franklin,,,218,2,1%,220,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,6,0
Franklin,,,223,2,1%,225,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,5,0
Franklin,,,227,2,1%,229,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,4,0
Franklin,,,237,2,1%,239,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,10,0
Franklin,,,315,2,1%,317,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,78,0
Franklin,,,443,2,0%,445,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,128,0
Franklin,,,518,2,0%,520,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,75,0
Franklin,,,523,2,0%,525,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,5,0
Franklin,,,526,2,0%,528,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,3,0
Franklin,,,535,2,0%,537,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,9,0
Franklin,,,540,2,0%,542,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,5,0
Franklin,,,549,2,0%,551,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,9,0
Franklin,,,580,2,0%,582,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,31,0
Franklin,,,590,2,0%,592,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,10,0
Franklin,,,595,2,0%,597,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,5,0
Franklin,,,600,2,0%,602,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,5,0
Franklin,,,605,2,0%,607,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,5,0
Gadsden,,,0,1,100%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,1,0,,
Gadsden,,,7,1,13%,8,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,0,,,7,0
Gadsden,,0,12,1,8%,13,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,0,,,5,0
Gadsden,,0,13,1,7%,14,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,0,,,1,0
Gadsden,,0,14,1,7%,15,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,0,,,1,0
Gadsden,,,19,1,5%,20,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,0,,,5,0
Gadsden,,0,25,1,4%,26,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,0,,,6,0
Gadsden,,0,29,1,3%,30,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,0,,,4,0
Gadsden,0,0,34,1,3%,35,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,5,0
Gadsden,0,0,36,1,3%,37,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,2,0
Gadsden,0,0,39,1,3%,40,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,3,0
Gadsden,0,0,41,1,2%,42,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,2,0
Gadsden,0,0,45,1,2%,46,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,4,0
Gadsden,0,0,46,1,2%,47,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,1,0
Gadsden,0,0,50,2,4%,52,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,4,1
Gadsden,0,0,62,3,5%,65,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,12,1
Gadsden,0,0,66,4,6%,70,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,4,1
Gadsden,0,0,74,4,5%,78,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,8,0
Gadsden,0,0,88,5,5%,93,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,14,1
Gadsden,1,0,107,6,5%,113,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,19,1
