,county,awaiting_testing,negative,positive,percent_positive,total_tested,file_name,inconclusive,date,day_of_week,new_negatives,new_cases,week,day
5774,Liberty,0.0,9,0.0,0.0,9.0,html version of FL COVID Rep 04-05-2020,0.0,2020-04-05,6,2.0,0.0,14,Sunday
5775,Liberty,0.0,9,0.0,0.0,9.0,html version of FL COVID Rep 04-05-2020(PM),0.0,2020-04-05,6,0.0,0.0,14,Sunday
5776,Liberty,0.0,12,0.0,0.0,12.0,html version of FL COVID Rep 04-06-2020,0.0,2020-04-06,0,3.0,0.0,15,Monday
5777,Liberty,0.0,12,0.0,0.0,12.0,html version of FL COVID Rep 04-06-2020(PM),0.0,2020-04-06,0,0.0,0.0,15,Monday
5778,Liberty,0.0,13,0.0,0.0,13.0,html version of FL COVID Rep 04-07-2020,0.0,2020-04-07,1,1.0,0.0,15,Tuesday
5779,Liberty,0.0,13,0.0,0.0,13.0,html version of FL COVID Rep 04-07-2020(PM),0.0,2020-04-07,1,0.0,0.0,15,Tuesday
5780,Liberty,0.0,17,0.0,0.0,17.0,html version of FL COVID Rep 04-08-2020,0.0,2020-04-08,2,4.0,0.0,15,Wednesday
5781,Liberty,0.0,17,0.0,0.0,17.0,html version of FL COVID Rep 04-08-2020(PM),0.0,2020-04-08,2,0.0,0.0,15,Wednesday
5782,Liberty,0.0,17,0.0,0.0,17.0,html version of FL COVID Rep 04-09-2020,0.0,2020-04-09,3,0.0,0.0,15,Thursday
5783,Liberty,0.0,19,0.0,0.0,19.0,html version of FL COVID Rep 04-09-2020(PM),0.0,2020-04-09,3,2.0,0.0,15,Thursday
5784,Liberty,0.0,19,0.0,0.0,19.0,html version of FL COVID Rep 04-10-2020,0.0,2020-04-10,4,0.0,0.0,15,Friday
5785,Liberty,0.0,19,1.0,5.0,20.0,html version of FL COVID Rep 04-10-2020(PM),0.0,2020-04-10,4,0.0,1.0,15,Friday
5786,Liberty,0.0,21,1.0,5.0,22.0,html version of FL COVID Rep 04-11-2020,0.0,2020-04-11,5,2.0,0.0,15,Saturday
5787,Liberty,0.0,21,1.0,5.0,22.0,html version of FL COVID Rep 04-11-2020(PM),0.0,2020-04-11,5,0.0,0.0,15,Saturday
5788,Liberty,0.0,21,1.0,5.0,22.0,html version of FL COVID Rep 04-12-2020,0.0,2020-04-12,6,0.0,0.0,15,Sunday
5789,Liberty,0.0,21,1.0,5.0,22.0,html version of FL COVID Rep 04-12-2020(PM),0.0,2020-04-12,6,0.0,0.0,15,Sunday
5790,Liberty,0.0,25,1.0,4.0,26.0,html version of FL COVID Rep 04-13-2020,0.0,2020-04-13,0,4.0,0.0,16,Monday
5791,Liberty,0.0,25,2.0,7.0,27.0,html version of FL COVID Rep 04-13-2020(PM),0.0,2020-04-13,0,0.0,1.0,16,Monday
5792,Liberty,0.0,26,2.0,7.0,28.0,html version of FL COVID Rep 04-14-2020,0.0,2020-04-14,1,1.0,0.0,16,Tuesday
5793,Liberty,0.0,26,2.0,7.0,28.0,html version of FL COVID Rep 04-14-2020(PM),0.0,2020-04-14,1,0.0,0.0,16,Tuesday
5794,Liberty,0.0,26,2.0,7.0,28.0,html version of FL COVID Rep 04-15-2020,0.0,2020-04-15,2,0.0,0.0,16,Wednesday
5795,Liberty,0.0,26,2.0,7.0,28.0,html version of FL COVID Rep 04-15-2020(PM),0.0,2020-04-15,2,0.0,0.0,16,Wednesday
5796,Liberty,0.0,27,2.0,7.0,29.0,html version of FL COVID Rep 04-16-2020,0.0,2020-04-16,3,1.0,0.0,16,Thursday
5797,Liberty,0.0,32,2.0,6.0,34.0,html version of FL COVID Rep 04-16-2020(PM),0.0,2020-04-16,3,5.0,0.0,16,Thursday
5798,Liberty,0.0,34,2.0,6.0,36.0,html version of FL COVID Rep 04-17-2020,0.0,2020-04-17,4,2.0,0.0,16,Friday
5799,Liberty,0.0,34,2.0,6.0,36.0,html version of FL COVID Rep 04-17-2020(PM),0.0,2020-04-17,4,0.0,0.0,16,Friday
5800,Liberty,0.0,35,2.0,5.0,37.0,html version of FL COVID Rep 04-18-2020,0.0,2020-04-18,5,1.0,0.0,16,Saturday
5801,Liberty,0.0,35,2.0,5.0,37.0,html version of FL COVID Rep 04-18-2020(PM),0.0,2020-04-18,5,0.0,0.0,16,Saturday
5802,Liberty,0.0,36,2.0,5.0,38.0,html version of FL COVID Rep 04-19-2020,0.0,2020-04-19,6,1.0,0.0,16,Sunday
5803,Liberty,0.0,38,2.0,5.0,40.0,html version of FL COVID Rep 04-19-2020(PM),0.0,2020-04-19,6,2.0,0.0,16,Sunday
5804,Liberty,0.0,38,2.0,5.0,40.0,html version of FL COVID Rep 04-20-2020,0.0,2020-04-20,0,0.0,0.0,17,Monday
5805,Liberty,0.0,38,2.0,5.0,40.0,html version of FL COVID Rep 04-20-2020(PM),0.0,2020-04-20,0,0.0,0.0,17,Monday
5806,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-21-2020,0.0,2020-04-21,1,1.0,0.0,17,Tuesday
5807,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-21-2020(PM),0.0,2020-04-21,1,0.0,0.0,17,Tuesday
5808,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-22-2020,0.0,2020-04-22,2,0.0,0.0,17,Wednesday
5809,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-22-2020(PM),0.0,2020-04-22,2,0.0,0.0,17,Wednesday
5810,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-23-2020,0.0,2020-04-23,3,0.0,0.0,17,Thursday
5811,Liberty,0.0,39,2.0,5.0,41.0,html version of FL COVID Rep 04-23-2020(PM),0.0,2020-04-23,3,0.0,0.0,17,Thursday
5812,Liberty,0.0,40,2.0,5.0,42.0,html version of FL COVID Rep 04-24-2020,0.0,2020-04-24,4,1.0,0.0,17,Friday
5813,Liberty,0.0,40,2.0,5.0,42.0,html version of FL COVID Rep 04-24-2020(PM),0.0,2020-04-24,4,0.0,0.0,17,Friday
5814,Liberty,0.0,41,2.0,5.0,43.0,html version of FL COVID Rep 04-25-2020,0.0,2020-04-25,5,1.0,0.0,17,Saturday
5815,Liberty,0.0,41,2.0,5.0,43.0,html version of FL COVID Rep 04-26-2020,0.0,2020-04-26,6,0.0,0.0,17,Sunday
5816,Liberty,0.0,43,2.0,4.0,45.0,html version of FL COVID Rep 04-27-2020,0.0,2020-04-27,0,2.0,0.0,18,Monday
5817,Liberty,0.0,47,2.0,4.0,49.0,html version of FL COVID Rep 04-28-2020,0.0,2020-04-28,1,4.0,0.0,18,Tuesday
5818,Liberty,0.0,48,3.0,6.0,51.0,html version of FL COVID Rep 04-29-2020,0.0,2020-04-29,2,1.0,1.0,18,Wednesday
5819,Liberty,1.0,48,3.0,6.0,52.0,html version of FL COVID Rep 04-30-2020,0.0,2020-04-30,3,0.0,0.0,18,Thursday
5820,Liberty,0.0,53,6.0,10.0,59.0,html version of FL COVID Rep 05-01-2020,0.0,2020-05-01,4,5.0,3.0,18,Friday
5821,Liberty,0.0,55,8.0,13.0,63.0,html version of FL COVID Rep 05-02-2020,0.0,2020-05-02,5,2.0,2.0,18,Saturday
5822,Liberty,0.0,79,60.0,43.0,139.0,html version of FL COVID Rep 05-03-2020,0.0,2020-05-03,6,24.0,52.0,18,Sunday
5823,Liberty,0.0,82,60.0,42.0,142.0,html version of FL COVID Rep 05-04-2020,0.0,2020-05-04,0,3.0,0.0,19,Monday
5824,Liberty,0.0,89,60.0,40.0,149.0,html version of FL COVID Rep 05-05-2020,0.0,2020-05-05,1,7.0,0.0,19,Tuesday
5825,Liberty,0.0,97,70.0,42.0,167.0,html version of FL COVID Rep 05-06-2020,0.0,2020-05-06,2,8.0,10.0,19,Wednesday
5826,Liberty,0.0,648,114.0,15.0,762.0,html version of FL COVID Rep 05-07-2020,0.0,2020-05-07,3,551.0,44.0,19,Thursday
5827,Liberty,0.0,1313,196.0,13.0,1509.0,html version of FL COVID Rep 05-08-2020,0.0,2020-05-08,4,665.0,82.0,19,Friday
5828,Liberty,0.0,1321,196.0,13.0,1517.0,html version of FL COVID Rep 05-09-2020,0.0,2020-05-09,5,8.0,0.0,19,Saturday
5829,Liberty,0.0,1834,198.0,10.0,2032.0,html version of FL COVID Rep 05-10-2020,0.0,2020-05-10,6,513.0,2.0,19,Sunday
5830,Liberty,0.0,1903,198.0,9.0,2101.0,html version of FL COVID Rep 05-11-2020,0.0,2020-05-11,0,69.0,0.0,20,Monday
5831,Liberty,0.0,1906,198.0,9.0,2104.0,html version of FL COVID Rep 05-12-2020,0.0,2020-05-12,1,3.0,0.0,20,Tuesday
5832,Liberty,0.0,1909,198.0,9.0,2107.0,html version of FL COVID Rep 05-13-2020,0.0,2020-05-13,2,3.0,0.0,20,Wednesday
5833,Liberty,0.0,1910,199.0,9.0,2109.0,html version of FL COVID Rep 05-14-2020,0.0,2020-05-14,3,1.0,1.0,20,Thursday
5834,Liberty,0.0,1911,199.0,9.0,2110.0,html version of FL COVID Rep 05-15-2020,0.0,2020-05-15,4,1.0,0.0,20,Friday
5835,Liberty,0.0,1911,199.0,9.0,2110.0,html version of FL COVID Rep 05-16-2020,0.0,2020-05-16,5,0.0,0.0,20,Saturday
5836,Liberty,0.0,1917,199.0,9.0,2116.0,html version of FL COVID Rep 05-17-2020,0.0,2020-05-17,6,6.0,0.0,20,Sunday
5837,Liberty,0.0,1924,199.0,9.0,2123.0,html version of FL COVID Rep 05-18-2020,0.0,2020-05-18,0,7.0,0.0,21,Monday
5838,Liberty,0.0,1939,199.0,9.0,2138.0,html version of FL COVID Rep 05-19-2020,0.0,2020-05-19,1,15.0,0.0,21,Tuesday
5839,Liberty,0.0,1955,199.0,9.0,2154.0,html version of FL COVID Rep 05-20-2020,0.0,2020-05-20,2,16.0,0.0,21,Wednesday
5840,Liberty,0.0,1995,199.0,9.0,2196.0,html version of FL COVID Rep 05-21-2020,2.0,2020-05-21,3,40.0,0.0,21,Thursday
5841,Liberty,0.0,1997,204.0,9.0,2203.0,html version of FL COVID Rep 05-22-2020,2.0,2020-05-22,4,2.0,5.0,21,Friday
5842,Liberty,0.0,2007,204.0,9.0,2213.0,html version of FL COVID Rep 05-23-2020,2.0,2020-05-23,5,10.0,0.0,21,Saturday
5843,Liberty,0.0,2009,206.0,9.0,2217.0,html version of FL COVID Rep 05-24-2020,2.0,2020-05-24,6,2.0,2.0,21,Sunday
5844,Liberty,0.0,2016,209.0,9.0,2227.0,html version of FL COVID Rep 05-25-2020,2.0,2020-05-25,0,7.0,3.0,22,Monday
5845,Liberty,0.0,2019,209.0,9.0,2230.0,html version of FL COVID Rep 05-26-2020,2.0,2020-05-26,1,3.0,0.0,22,Tuesday
5846,Liberty,0.0,2019,209.0,9.0,2230.0,html version of FL COVID Rep 05-27-2020,2.0,2020-05-27,2,0.0,0.0,22,Wednesday
5847,Liberty,0.0,2022,209.0,9.0,2233.0,html version of FL COVID Rep 05-28-2020,2.0,2020-05-28,3,3.0,0.0,22,Thursday
5848,Liberty,0.0,2021,213.0,10.0,2236.0,html version of FL COVID Rep 05-29-2020,2.0,2020-05-29,4,-1.0,4.0,22,Friday
5849,Liberty,0.0,2023,213.0,10.0,2238.0,html version of FL COVID Rep 05-30-2020,2.0,2020-05-30,5,2.0,0.0,22,Saturday
5850,Liberty,0.0,2031,213.0,9.0,2246.0,html version of FL COVID Rep 05-31-2020,2.0,2020-05-31,6,8.0,0.0,22,Sunday
5851,Liberty,0.0,2034,213.0,9.0,2249.0,html version of FL COVID Rep 06-1-2020,2.0,2020-06-01,0,3.0,0.0,23,Monday
5852,Liberty,0.0,2034,213.0,9.0,2249.0,html version of FL COVID Rep 06-2-2020,2.0,2020-06-02,1,0.0,0.0,23,Tuesday
5853,Liberty,0.0,2035,218.0,10.0,2255.0,html version of FL COVID Rep 06-03-2020,2.0,2020-06-03,2,1.0,5.0,23,Wednesday
5854,Liberty,0.0,2039,218.0,10.0,2259.0,html version of FL COVID Rep 06-04-2020,2.0,2020-06-04,3,4.0,0.0,23,Thursday
5855,Liberty,0.0,2043,218.0,10.0,2263.0,html version of FL COVID Rep 06-05-2020,2.0,2020-06-05,4,4.0,0.0,23,Friday
5856,Liberty,0.0,2046,218.0,10.0,2266.0,html version of FL COVID Rep 06-06-2020,2.0,2020-06-06,5,3.0,0.0,23,Saturday
5857,Liberty,0.0,2053,218.0,10.0,2273.0,html version of FL COVID Rep 06-07-2020,2.0,2020-06-07,6,7.0,0.0,23,Sunday
5858,Liberty,0.0,2057,218.0,10.0,2277.0,html version of FL COVID Rep 06-08-2020,2.0,2020-06-08,0,4.0,0.0,24,Monday
5859,Liberty,0.0,2060,218.0,10.0,2280.0,html version of FL COVID Rep 06-09-2020,2.0,2020-06-09,1,3.0,0.0,24,Tuesday
5860,Liberty,0.0,2060,218.0,10.0,2280.0,html version of FL COVID Rep 06-10-2020,2.0,2020-06-10,2,0.0,0.0,24,Wednesday
5861,Liberty,0.0,2062,218.0,10.0,2282.0,html version of FL COVID Rep 06-11-2020,2.0,2020-06-11,3,2.0,0.0,24,Thursday
5862,Liberty,0.0,2062,218.0,10.0,2282.0,html version of FL COVID Rep 06-12-2020,2.0,2020-06-12,4,0.0,0.0,24,Friday
5863,Liberty,0.0,2064,218.0,10.0,2284.0,html version of FL COVID Rep 06-13-2020,2.0,2020-06-13,5,2.0,0.0,24,Saturday
5864,Liberty,0.0,2068,219.0,10.0,2289.0,html version of FL COVID Rep 06-14-2020,2.0,2020-06-14,6,4.0,1.0,24,Sunday
5865,Liberty,0.0,2069,220.0,10.0,2291.0,html version of FL COVID Rep 06-15-2020,2.0,2020-06-15,0,1.0,1.0,25,Monday
5866,Liberty,0.0,2069,220.0,10.0,2291.0,html version of FL COVID Rep 06-16-2020,2.0,2020-06-16,1,0.0,0.0,25,Tuesday
5867,Liberty,0.0,2073,220.0,10.0,2295.0,html version of FL COVID Rep 06-17-2020,2.0,2020-06-17,2,4.0,0.0,25,Wednesday
5868,Liberty,0.0,2074,220.0,10.0,2296.0,html version of FL COVID Rep 06-18-2020,2.0,2020-06-18,3,1.0,0.0,25,Thursday
5869,Liberty,0.0,2075,220.0,10.0,2297.0,html version of FL COVID Rep 06-19-2020,2.0,2020-06-19,4,1.0,0.0,25,Friday
5870,Liberty,0.0,2077,220.0,10.0,2299.0,html version of FL COVID Rep 06-20-2020,2.0,2020-06-20,5,2.0,0.0,25,Saturday
5871,Liberty,0.0,2078,221.0,10.0,2301.0,html version of FL COVID Rep 06-21-2020,2.0,2020-06-21,6,1.0,1.0,25,Sunday
5872,Liberty,0.0,2080,221.0,10.0,2303.0,html version of FL COVID Rep 06-22-2020,2.0,2020-06-22,0,2.0,0.0,26,Monday
5873,Liberty,0.0,2084,220.0,10.0,2306.0,html version of FL COVID Rep 06-23-2020,2.0,2020-06-23,1,4.0,-1.0,26,Tuesday
5874,Liberty,0.0,2085,220.0,10.0,2307.0,html version of FL COVID Rep 06-24-2020,2.0,2020-06-24,2,1.0,0.0,26,Wednesday
5875,Liberty,0.0,2093,220.0,10.0,2315.0,html version of FL COVID Rep 06-25-2020,2.0,2020-06-25,3,8.0,0.0,26,Thursday
5876,Liberty,0.0,2096,220.0,9.0,2318.0,html version of FL COVID Rep 06-26-2020,2.0,2020-06-26,4,3.0,0.0,26,Friday
5877,Liberty,0.0,2102,221.0,10.0,2325.0,html version of FL COVID Rep 06-27-2020,2.0,2020-06-27,5,6.0,1.0,26,Saturday
5878,Liberty,0.0,2100,221.0,10.0,2323.0,html version of FL COVID Rep 06-28-2020,2.0,2020-06-28,6,-2.0,0.0,26,Sunday
5879,Liberty,0.0,2102,222.0,10.0,2326.0,html version of FL COVID Rep 06-29-2020,2.0,2020-06-29,0,2.0,1.0,27,Monday
5880,Liberty,0.0,2109,222.0,10.0,2333.0,html version of FL COVID Rep 06-30-2020,2.0,2020-06-30,1,7.0,0.0,27,Tuesday
5881,Liberty,0.0,2113,222.0,9.0,2337.0,html version of FL COVID Rep 07-01-2020,2.0,2020-07-01,2,4.0,0.0,27,Wednesday
5882,Liberty,1.0,2118,230.0,10.0,2351.0,html version of FL COVID Rep 07-02-2020,2.0,2020-07-02,3,5.0,8.0,27,Thursday
5883,Liberty,0.0,2129,238.0,10.0,2369.0,html version of FL COVID Rep 07-03-2020,2.0,2020-07-03,4,11.0,8.0,27,Friday
5884,Liberty,0.0,2138,238.0,10.0,2378.0,html version of FL COVID Rep 07-04-2020,2.0,2020-07-04,5,9.0,0.0,27,Saturday
5885,Liberty,0.0,2141,244.0,10.0,2387.0,html version of FL COVID Rep 07-05-2020,2.0,2020-07-05,6,3.0,6.0,27,Sunday
5886,Liberty,0.0,2144,244.0,10.0,2390.0,html version of FL COVID Rep 07-06-2020,2.0,2020-07-06,0,3.0,0.0,28,Monday
5887,Liberty,0.0,2147,245.0,10.0,2394.0,html version of FL COVID Rep 07-07-2020,2.0,2020-07-07,1,3.0,1.0,28,Tuesday
5888,Liberty,0.0,2160,249.0,10.0,2411.0,html version of FL COVID Rep 07-08-2020,2.0,2020-07-08,2,13.0,4.0,28,Wednesday
5889,Liberty,0.0,2207,257.0,10.0,2466.0,html version of FL COVID Rep 07-09-2020,2.0,2020-07-09,3,47.0,8.0,28,Thursday
5890,Liberty,0.0,2261,262.0,10.0,2525.0,html version of FL COVID Rep 07-10-2020,2.0,2020-07-10,4,54.0,5.0,28,Friday
5891,Liberty,0.0,2296,273.0,11.0,2571.0,html version of FL COVID Rep 07-11-2020,2.0,2020-07-11,5,35.0,11.0,28,Saturday
5892,Liberty,0.0,2304,274.0,11.0,2580.0,html version of FL COVID Rep 07-12-2020,2.0,2020-07-12,6,8.0,1.0,28,Sunday
5893,Liberty,0.0,2345,276.0,11.0,2623.0,html version of FL COVID Rep 07-13-2020,2.0,2020-07-13,0,41.0,2.0,29,Monday
5894,Madison,0.0,1,0.0,0.0,1.0,html version of FL COVID Rep 03-20-2020,0.0,2020-03-20,4,,,12,Friday
5895,Madison,0.0,3,0.0,0.0,3.0,html version of FL COVID Rep 03-21-2020(PM),0.0,2020-03-21,5,2.0,0.0,12,Saturday
5896,Madison,0.0,3,0.0,0.0,3.0,html version of FL COVID Rep 03-22-2020,0.0,2020-03-22,6,0.0,0.0,12,Sunday
5897,Madison,0.0,3,0.0,0.0,3.0,html version of FL COVID Rep 03-22-2020(PM),0.0,2020-03-22,6,0.0,0.0,12,Sunday
5898,Madison,0.0,6,0.0,0.0,6.0,html version of FL COVID Rep 03-23-2020,0.0,2020-03-23,0,3.0,0.0,13,Monday
5899,Madison,0.0,6,0.0,0.0,6.0,html version of FL COVID Rep 03-23-2020(PM),0.0,2020-03-23,0,0.0,0.0,13,Monday
5900,Madison,0.0,6,0.0,0.0,6.0,html version of FL COVID Rep 03-24-2020,0.0,2020-03-24,1,0.0,0.0,13,Tuesday
5901,Madison,0.0,6,0.0,0.0,6.0,html version of FL COVID Rep 03-24-2020(PM),0.0,2020-03-24,1,0.0,0.0,13,Tuesday
5902,Madison,1.0,6,0.0,0.0,7.0,html version of FL COVID Rep 03-25-2020,0.0,2020-03-25,2,0.0,0.0,13,Wednesday
5903,Madison,1.0,15,0.0,0.0,16.0,html version of FL COVID Rep 03-25-2020(PM),0.0,2020-03-25,2,9.0,0.0,13,Wednesday
5904,Madison,1.0,16,0.0,0.0,17.0,html version of FL COVID Rep 03-26-2020,0.0,2020-03-26,3,1.0,0.0,13,Thursday
5905,Madison,1.0,16,0.0,0.0,17.0,html version of FL COVID Rep 03-26-2020(PM),0.0,2020-03-26,3,0.0,0.0,13,Thursday
5906,Madison,0.0,18,0.0,0.0,18.0,html version of FL COVID Rep 03-27-2020,0.0,2020-03-27,4,2.0,0.0,13,Friday
5907,Madison,0.0,20,0.0,0.0,20.0,html version of FL COVID Rep 03-27-2020(PM),0.0,2020-03-27,4,2.0,0.0,13,Friday
5908,Madison,0.0,21,0.0,0.0,21.0,html version of FL COVID Rep 03-28-2020,0.0,2020-03-28,5,1.0,0.0,13,Saturday
5909,Madison,0.0,21,0.0,0.0,21.0,html version of FL COVID Rep 03-28-2020(PM),0.0,2020-03-28,5,0.0,0.0,13,Saturday
5910,Madison,0.0,21,0.0,0.0,21.0,html version of FL COVID Rep 03-29-2020,0.0,2020-03-29,6,0.0,0.0,13,Sunday
5911,Madison,0.0,23,0.0,0.0,23.0,html version of FL COVID Rep 03-29-2020(PM),0.0,2020-03-29,6,2.0,0.0,13,Sunday
5912,Madison,0.0,27,0.0,0.0,27.0,html version of FL COVID Rep 03-30-2020,0.0,2020-03-30,0,4.0,0.0,14,Monday
5913,Madison,0.0,27,0.0,0.0,27.0,html version of FL COVID Rep 03-30-2020(PM),0.0,2020-03-30,0,0.0,0.0,14,Monday
5914,Madison,0.0,29,0.0,0.0,29.0,html version of FL COVID Rep 03-31-2020,0.0,2020-03-31,1,2.0,0.0,14,Tuesday
5915,Madison,0.0,29,0.0,0.0,29.0,html version of FL COVID Rep 03-31-2020(PM),0.0,2020-03-31,1,0.0,0.0,14,Tuesday
5916,Madison,0.0,30,0.0,0.0,30.0,html version of FL COVID Rep 04-01-2020,0.0,2020-04-01,2,1.0,0.0,14,Wednesday
5917,Madison,0.0,32,2.0,6.0,34.0,html version of FL COVID Rep 04-02-2020,0.0,2020-04-02,3,2.0,2.0,14,Thursday
5918,Madison,0.0,32,2.0,6.0,34.0,html version of FL COVID Rep 04-02-2020(PM),0.0,2020-04-02,3,0.0,0.0,14,Thursday
5919,Madison,0.0,34,2.0,6.0,36.0,html version of FL COVID Rep 04-03-2020,0.0,2020-04-03,4,2.0,0.0,14,Friday
5920,Madison,0.0,34,4.0,11.0,38.0,html version of FL COVID Rep 04-03-2020(PM),0.0,2020-04-03,4,0.0,2.0,14,Friday
5921,Madison,0.0,37,4.0,10.0,41.0,html version of FL COVID Rep 04-04-2020,0.0,2020-04-04,5,3.0,0.0,14,Saturday
5922,Madison,2.0,39,6.0,13.0,47.0,html version of FL COVID Rep 04-04-2020(PM),0.0,2020-04-04,5,2.0,2.0,14,Saturday
5923,Madison,1.0,45,7.0,13.0,53.0,html version of FL COVID Rep 04-05-2020,0.0,2020-04-05,6,6.0,1.0,14,Sunday
5924,Madison,1.0,48,10.0,17.0,59.0,html version of FL COVID Rep 04-05-2020(PM),0.0,2020-04-05,6,3.0,3.0,14,Sunday
5925,Madison,0.0,52,11.0,17.0,63.0,html version of FL COVID Rep 04-06-2020,0.0,2020-04-06,0,4.0,1.0,15,Monday
5926,Madison,0.0,52,11.0,17.0,63.0,html version of FL COVID Rep 04-06-2020(PM),0.0,2020-04-06,0,0.0,0.0,15,Monday
5927,Madison,0.0,55,11.0,17.0,66.0,html version of FL COVID Rep 04-07-2020,0.0,2020-04-07,1,3.0,0.0,15,Tuesday
5928,Madison,1.0,55,11.0,17.0,67.0,html version of FL COVID Rep 04-07-2020(PM),0.0,2020-04-07,1,0.0,0.0,15,Tuesday
5929,Madison,1.0,59,12.0,17.0,72.0,html version of FL COVID Rep 04-08-2020,0.0,2020-04-08,2,4.0,1.0,15,Wednesday
5930,Madison,1.0,59,12.0,17.0,72.0,html version of FL COVID Rep 04-08-2020(PM),0.0,2020-04-08,2,0.0,0.0,15,Wednesday
5931,Madison,1.0,61,12.0,16.0,74.0,html version of FL COVID Rep 04-09-2020,0.0,2020-04-09,3,2.0,0.0,15,Thursday
5932,Madison,2.0,71,12.0,14.0,85.0,html version of FL COVID Rep 04-09-2020(PM),0.0,2020-04-09,3,10.0,0.0,15,Thursday
5933,Madison,1.0,73,14.0,16.0,88.0,html version of FL COVID Rep 04-10-2020,0.0,2020-04-10,4,2.0,2.0,15,Friday
5934,Madison,2.0,82,14.0,15.0,98.0,html version of FL COVID Rep 04-10-2020(PM),0.0,2020-04-10,4,9.0,0.0,15,Friday
5935,Madison,1.0,86,14.0,14.0,101.0,html version of FL COVID Rep 04-11-2020,0.0,2020-04-11,5,4.0,0.0,15,Saturday
5936,Madison,0.0,95,14.0,13.0,109.0,html version of FL COVID Rep 04-11-2020(PM),0.0,2020-04-11,5,9.0,0.0,15,Saturday
5937,Madison,0.0,96,14.0,13.0,110.0,html version of FL COVID Rep 04-12-2020,0.0,2020-04-12,6,1.0,0.0,15,Sunday
5938,Madison,0.0,98,14.0,13.0,112.0,html version of FL COVID Rep 04-12-2020(PM),0.0,2020-04-12,6,2.0,0.0,15,Sunday
5939,Madison,0.0,105,14.0,12.0,119.0,html version of FL COVID Rep 04-13-2020,0.0,2020-04-13,0,7.0,0.0,16,Monday
5940,Madison,0.0,106,14.0,12.0,120.0,html version of FL COVID Rep 04-13-2020(PM),0.0,2020-04-13,0,1.0,0.0,16,Monday
5941,Madison,0.0,109,14.0,11.0,123.0,html version of FL COVID Rep 04-14-2020,0.0,2020-04-14,1,3.0,0.0,16,Tuesday
5942,Madison,1.0,110,14.0,11.0,125.0,html version of FL COVID Rep 04-14-2020(PM),0.0,2020-04-14,1,1.0,0.0,16,Tuesday
5943,Madison,1.0,110,14.0,11.0,125.0,html version of FL COVID Rep 04-15-2020,0.0,2020-04-15,2,0.0,0.0,16,Wednesday
5944,Madison,2.0,125,15.0,11.0,142.0,html version of FL COVID Rep 04-15-2020(PM),0.0,2020-04-15,2,15.0,1.0,16,Wednesday
5945,Madison,2.0,129,16.0,11.0,147.0,html version of FL COVID Rep 04-16-2020,0.0,2020-04-16,3,4.0,1.0,16,Thursday
5946,Madison,4.0,131,16.0,11.0,151.0,html version of FL COVID Rep 04-16-2020(PM),0.0,2020-04-16,3,2.0,0.0,16,Thursday
5947,Madison,4.0,135,17.0,11.0,156.0,html version of FL COVID Rep 04-17-2020,0.0,2020-04-17,4,4.0,1.0,16,Friday
5948,Madison,3.0,138,19.0,12.0,160.0,html version of FL COVID Rep 04-17-2020(PM),0.0,2020-04-17,4,3.0,2.0,16,Friday
5949,Madison,0.0,144,20.0,12.0,164.0,html version of FL COVID Rep 04-18-2020,0.0,2020-04-18,5,6.0,1.0,16,Saturday
5950,Madison,2.0,155,20.0,11.0,177.0,html version of FL COVID Rep 04-18-2020(PM),0.0,2020-04-18,5,11.0,0.0,16,Saturday
5951,Madison,2.0,159,21.0,12.0,182.0,html version of FL COVID Rep 04-19-2020,0.0,2020-04-19,6,4.0,1.0,16,Sunday
5952,Madison,2.0,160,21.0,12.0,183.0,html version of FL COVID Rep 04-19-2020(PM),0.0,2020-04-19,6,1.0,0.0,16,Sunday
5953,Madison,2.0,162,23.0,12.0,187.0,html version of FL COVID Rep 04-20-2020,0.0,2020-04-20,0,2.0,2.0,17,Monday
5954,Madison,5.0,163,23.0,12.0,191.0,html version of FL COVID Rep 04-20-2020(PM),0.0,2020-04-20,0,1.0,0.0,17,Monday
5955,Madison,19.0,164,25.0,13.0,208.0,html version of FL COVID Rep 04-21-2020,0.0,2020-04-21,1,1.0,2.0,17,Tuesday
5956,Madison,22.0,166,26.0,14.0,214.0,html version of FL COVID Rep 04-21-2020(PM),0.0,2020-04-21,1,2.0,1.0,17,Tuesday
5957,Madison,5.0,185,35.0,16.0,225.0,html version of FL COVID Rep 04-22-2020,0.0,2020-04-22,2,19.0,9.0,17,Wednesday
5958,Madison,2.0,185,35.0,16.0,222.0,html version of FL COVID Rep 04-22-2020(PM),0.0,2020-04-22,2,0.0,0.0,17,Wednesday
5959,Madison,2.0,189,37.0,16.0,228.0,html version of FL COVID Rep 04-23-2020,0.0,2020-04-23,3,4.0,2.0,17,Thursday
5960,Madison,2.0,189,40.0,17.0,231.0,html version of FL COVID Rep 04-23-2020(PM),0.0,2020-04-23,3,0.0,3.0,17,Thursday
