COUNTY	AWAITING_TESTING	NEGATIVE	POSITIVE	PERCENT_POSITIVE	TOTAL_TESTED	FILE_NAME	INCONCLUSIVE	DATE	NEW_NEGATIVES	NEW_CASES	DAY_OF_WEEK
Alachua	38.0	34	4.0	5.0	76.0	html version of FL COVID Rep 03-16-2020	0.0	2020-03-16			0
Alachua	46.0	63	7.0	6.0	116.0	html version of FL COVID Rep 03-18-2020	0.0	2020-03-18	29.0	3.0	2
Alachua	34.0	96	10.0	7.0	140.0	html version of FL COVID Rep 03-19-2020	0.0	2020-03-19	33.0	3.0	3
Alachua	50.0	273	15.0	288.0	338.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20	177.0	5.0	4
Alachua	27.0	393	25.0	6.0	445.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	120.0	10.0	5
Alachua	25.0	452	29.0	6.0	506.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	59.0	4.0	6
Alachua	21.0	528	35.0	6.0	584.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	76.0	6.0	6
Alachua	27.0	547	37.0	6.0	611.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	19.0	2.0	0
Alachua	45.0	549	36.0	6.0	630.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	2.0	-1.0	0
Alachua	42.0	590	37.0	6.0	669.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	41.0	1.0	1
Alachua	42.0	590	37.0	6.0	669.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	0.0	0.0	1
Alachua	52.0	668	45.0	6.0	765.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	78.0	8.0	2
Alachua	53.0	749	46.0	6.0	848.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	81.0	1.0	2
Alachua	32.0	813	49.0	6.0	894.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	64.0	3.0	3
Alachua	30.0	871	53.0	6.0	954.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	58.0	4.0	3
Alachua	29.0	956	57.0	6.0	1042.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	85.0	4.0	4
Alachua	22.0	1008	60.0	6.0	1090.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	52.0	3.0	4
Alachua	21.0	1078	67.0	6.0	1166.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	70.0	7.0	5
Alachua	21.0	1111	68.0	6.0	1200.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	33.0	1.0	5
Alachua	21.0	1160	71.0	6.0	1252.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	49.0	3.0	6
Alachua	19.0	1177	72.0	6.0	1268.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	17.0	1.0	6
Alachua	15.0	1219	79.0	6.0	1313.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	42.0	7.0	0
Alachua	16.0	1230	80.0	6.0	1326.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	11.0	1.0	0
Alachua	16.0	1304	85.0	6.0	1405.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	74.0	5.0	1
Alachua	16.0	1340	87.0	6.0	1443.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	36.0	2.0	1
Alachua	16.0	1417	90.0	6.0	1523.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	77.0	3.0	2
Alachua	15.0	1544	93.0	6.0	1652.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	127.0	3.0	3
Alachua	15.0	1554	95.0	6.0	1664.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	10.0	2.0	3
Alachua	15.0	1768	108.0	6.0	1891.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	214.0	13.0	4
Alachua	15.0	1805	110.0	6.0	1930.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	37.0	2.0	4
Alachua	13.0	1937	115.0	6.0	2065.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	132.0	5.0	5
Alachua	14.0	1970	116.0	6.0	2100.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	33.0	1.0	5
Alachua	12.0	2083	122.0	6.0	2217.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	113.0	6.0	6
Alachua	12.0	2090	123.0	6.0	2225.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	7.0	1.0	6
Alachua	12.0	2194	131.0	6.0	2340.0	html version of FL COVID Rep 04-06-2020	3.0	2020-04-06	104.0	8.0	0
Alachua	12.0	2203	133.0	6.0	2351.0	html version of FL COVID Rep 04-06-2020(PM)	3.0	2020-04-06	9.0	2.0	0
Alachua	8.0	2513	141.0	5.0	2668.0	html version of FL COVID Rep 04-07-2020	6.0	2020-04-07	310.0	8.0	1
Alachua	8.0	2527	139.0	5.0	2681.0	html version of FL COVID Rep 04-07-2020(PM)	7.0	2020-04-07	14.0	-2.0	1
Alachua	8.0	2667	144.0	5.0	2827.0	html version of FL COVID Rep 04-08-2020	8.0	2020-04-08	140.0	5.0	2
Alachua	8.0	2666	144.0	5.0	2826.0	html version of FL COVID Rep 04-08-2020(PM)	8.0	2020-04-08	-1.0	0.0	2
Alachua	6.0	3020	150.0	5.0	3184.0	html version of FL COVID Rep 04-09-2020	8.0	2020-04-09	354.0	6.0	3
Alachua	7.0	3052	154.0	5.0	3221.0	html version of FL COVID Rep 04-09-2020(PM)	8.0	2020-04-09	32.0	4.0	3
Alachua	6.0	3260	167.0	5.0	3442.0	html version of FL COVID Rep 04-10-2020	9.0	2020-04-10	208.0	13.0	4
Alachua	6.0	3317	167.0	5.0	3499.0	html version of FL COVID Rep 04-10-2020(PM)	9.0	2020-04-10	57.0	0.0	4
Alachua	6.0	3450	174.0	5.0	3639.0	html version of FL COVID Rep 04-11-2020	9.0	2020-04-11	133.0	7.0	5
Alachua	6.0	3466	174.0	5.0	3655.0	html version of FL COVID Rep 04-11-2020(PM)	9.0	2020-04-11	16.0	0.0	5
Alachua	6.0	3609	177.0	5.0	3801.0	html version of FL COVID Rep 04-12-2020	9.0	2020-04-12	143.0	3.0	6
Alachua	6.0	3625	215.0	6.0	3855.0	html version of FL COVID Rep 04-12-2020(PM)	9.0	2020-04-12	16.0	38.0	6
Alachua	4.0	3809	183.0	5.0	4005.0	html version of FL COVID Rep 04-13-2020	9.0	2020-04-13	184.0	-32.0	0
Alachua	4.0	3801	187.0	5.0	4001.0	html version of FL COVID Rep 04-13-2020(PM)	9.0	2020-04-13	-8.0	4.0	0
Alachua	4.0	3895	192.0	5.0	4101.0	html version of FL COVID Rep 04-14-2020	10.0	2020-04-14	94.0	5.0	1
Alachua	4.0	3911	195.0	5.0	4121.0	html version of FL COVID Rep 04-14-2020(PM)	11.0	2020-04-14	16.0	3.0	1
Alachua	4.0	4008	196.0	5.0	4219.0	html version of FL COVID Rep 04-15-2020	11.0	2020-04-15	97.0	1.0	2
Alachua	4.0	4033	196.0	5.0	4243.0	html version of FL COVID Rep 04-15-2020(PM)	10.0	2020-04-15	25.0	0.0	2
Alachua	4.0	4355	199.0	4.0	4568.0	html version of FL COVID Rep 04-16-2020	10.0	2020-04-16	322.0	3.0	3
Alachua	4.0	4392	200.0	4.0	4606.0	html version of FL COVID Rep 04-16-2020(PM)	10.0	2020-04-16	37.0	1.0	3
Alachua	4.0	4542	202.0	4.0	4757.0	html version of FL COVID Rep 04-17-2020	9.0	2020-04-17	150.0	2.0	4
Alachua	3.0	4577	201.0	4.0	4790.0	html version of FL COVID Rep 04-17-2020(PM)	9.0	2020-04-17	35.0	-1.0	4
Alachua	3.0	4652	205.0	4.0	4868.0	html version of FL COVID Rep 04-18-2020	8.0	2020-04-18	75.0	4.0	5
Alachua	3.0	4689	205.0	4.0	4906.0	html version of FL COVID Rep 04-18-2020(PM)	9.0	2020-04-18	37.0	0.0	5
Alachua	3.0	4824	209.0	4.0	5044.0	html version of FL COVID Rep 04-19-2020	8.0	2020-04-19	135.0	4.0	6
Alachua	3.0	4843	210.0	4.0	5064.0	html version of FL COVID Rep 04-19-2020(PM)	8.0	2020-04-19	19.0	1.0	6
Alachua	3.0	4988	215.0	4.0	5214.0	html version of FL COVID Rep 04-20-2020	8.0	2020-04-20	145.0	5.0	0
Alachua	3.0	5022	218.0	4.0	5251.0	html version of FL COVID Rep 04-20-2020(PM)	8.0	2020-04-20	34.0	3.0	0
Alachua	3.0	5136	223.0	4.0	5370.0	html version of FL COVID Rep 04-21-2020	8.0	2020-04-21	114.0	5.0	1
Alachua	4.0	5163	224.0	4.0	5399.0	html version of FL COVID Rep 04-21-2020(PM)	8.0	2020-04-21	27.0	1.0	1
Alachua	1.0	5260	227.0	4.0	5496.0	html version of FL COVID Rep 04-22-2020	8.0	2020-04-22	97.0	3.0	2
Alachua	0.0	5271	226.0	4.0	5505.0	html version of FL COVID Rep 04-22-2020(PM)	8.0	2020-04-22	11.0	-1.0	2
Alachua	0.0	5356	229.0	4.0	5593.0	html version of FL COVID Rep 04-23-2020	8.0	2020-04-23	85.0	3.0	3
Alachua	0.0	5370	231.0	4.0	5609.0	html version of FL COVID Rep 04-23-2020(PM)	8.0	2020-04-23	14.0	2.0	3
Alachua	0.0	5775	240.0	4.0	6022.0	html version of FL COVID Rep 04-24-2020	7.0	2020-04-24	405.0	9.0	4
Alachua	0.0	5775	244.0	4.0	6026.0	html version of FL COVID Rep 04-24-2020(PM)	7.0	2020-04-24	0.0	4.0	4
Alachua	0.0	5958	245.0	4.0	6210.0	html version of FL COVID Rep 04-25-2020	7.0	2020-04-25	183.0	1.0	5
Alachua	0.0	6141	251.0	4.0	6399.0	html version of FL COVID Rep 04-26-2020	7.0	2020-04-26	183.0	6.0	6
Alachua	0.0	6271	254.0	4.0	6532.0	html version of FL COVID Rep 04-27-2020	7.0	2020-04-27	130.0	3.0	0
Alachua	0.0	6369	255.0	4.0	6631.0	html version of FL COVID Rep 04-28-2020	7.0	2020-04-28	98.0	1.0	1
Alachua	0.0	6471	262.0	4.0	6740.0	html version of FL COVID Rep 04-29-2020	7.0	2020-04-29	102.0	7.0	2
Alachua	0.0	6627	267.0	4.0	6901.0	html version of FL COVID Rep 04-30-2020	7.0	2020-04-30	156.0	5.0	3
Alachua	0.0	6785	273.0	4.0	7065.0	html version of FL COVID Rep 05-01-2020	7.0	2020-05-01	158.0	6.0	4
Alachua	0.0	6892	275.0	4.0	7174.0	html version of FL COVID Rep 05-02-2020	7.0	2020-05-02	107.0	2.0	5
Alachua	0.0	7056	286.0	4.0	7349.0	html version of FL COVID Rep 05-03-2020	7.0	2020-05-03	164.0	11.0	6
Alachua	0.0	7129	289.0	4.0	7425.0	html version of FL COVID Rep 05-04-2020	7.0	2020-05-04	73.0	3.0	0
Alachua	0.0	7306	289.0	4.0	7602.0	html version of FL COVID Rep 05-05-2020	7.0	2020-05-05	177.0	0.0	1
Alachua	0.0	7487	295.0	4.0	7789.0	html version of FL COVID Rep 05-06-2020	7.0	2020-05-06	181.0	6.0	2
Alachua	0.0	7550	300.0	4.0	7858.0	html version of FL COVID Rep 05-07-2020	8.0	2020-05-07	63.0	5.0	3
Alachua	0.0	7688	306.0	4.0	8002.0	html version of FL COVID Rep 05-08-2020	8.0	2020-05-08	138.0	6.0	4
Alachua	0.0	7897	308.0	4.0	8213.0	html version of FL COVID Rep 05-09-2020	8.0	2020-05-09	209.0	2.0	5
Alachua	0.0	8124	312.0	4.0	8444.0	html version of FL COVID Rep 05-10-2020	8.0	2020-05-10	227.0	4.0	6
Alachua	0.0	8753	320.0	4.0	9080.0	html version of FL COVID Rep 05-11-2020	7.0	2020-05-11	629.0	8.0	0
Alachua	0.0	9159	324.0	3.0	9490.0	html version of FL COVID Rep 05-12-2020	7.0	2020-05-12	406.0	4.0	1
Alachua	0.0	9427	326.0	3.0	9760.0	html version of FL COVID Rep 05-13-2020	7.0	2020-05-13	268.0	2.0	2
Alachua	0.0	9630	330.0	3.0	9967.0	html version of FL COVID Rep 05-14-2020	7.0	2020-05-14	203.0	4.0	3
Alachua	0.0	9708	330.0	3.0	10045.0	html version of FL COVID Rep 05-15-2020	7.0	2020-05-15	78.0	0.0	4
Alachua	0.0	9874	329.0	3.0	10210.0	html version of FL COVID Rep 05-16-2020	7.0	2020-05-16	166.0	-1.0	5
Alachua	0.0	10417	332.0	3.0	10763.0	html version of FL COVID Rep 05-17-2020	14.0	2020-05-17	543.0	3.0	6
Alachua	0.0	10798	337.0	3.0	11149.0	html version of FL COVID Rep 05-18-2020	14.0	2020-05-18	381.0	5.0	0
Alachua	0.0	11276	339.0	3.0	11629.0	html version of FL COVID Rep 05-19-2020	14.0	2020-05-19	478.0	2.0	1
Alachua	0.0	12506	344.0	3.0	12864.0	html version of FL COVID Rep 05-20-2020	14.0	2020-05-20	1230.0	5.0	2
Alachua	0.0	13022	346.0	3.0	13382.0	html version of FL COVID Rep 05-21-2020	14.0	2020-05-21	516.0	2.0	3
Alachua	0.0	13373	354.0	3.0	13741.0	html version of FL COVID Rep 05-22-2020	14.0	2020-05-22	351.0	8.0	4
Alachua	0.0	14019	355.0	2.0	14388.0	html version of FL COVID Rep 05-23-2020	14.0	2020-05-23	646.0	1.0	5
Alachua	0.0	14774	361.0	2.0	15150.0	html version of FL COVID Rep 05-24-2020	15.0	2020-05-24	755.0	6.0	6
Alachua	0.0	15068	365.0	2.0	15448.0	html version of FL COVID Rep 05-25-2020	15.0	2020-05-25	294.0	4.0	0
Alachua	0.0	15548	370.0	2.0	15933.0	html version of FL COVID Rep 05-26-2020	15.0	2020-05-26	480.0	5.0	1
Alachua	0.0	15708	370.0	2.0	16093.0	html version of FL COVID Rep 05-27-2020	15.0	2020-05-27	160.0	0.0	2
Alachua	0.0	16687	372.0	2.0	17074.0	html version of FL COVID Rep 05-28-2020	15.0	2020-05-28	979.0	2.0	3
Alachua	0.0	17644	378.0	2.0	18030.0	html version of FL COVID Rep 05-29-2020	8.0	2020-05-29	957.0	6.0	4
Alachua	0.0	18056	379.0	2.0	18443.0	html version of FL COVID Rep 05-30-2020	8.0	2020-05-30	412.0	1.0	5
Alachua	0.0	19505	380.0	2.0	19893.0	html version of FL COVID Rep 05-31-2020	8.0	2020-05-31	1449.0	1.0	6
Alachua	0.0	19712	382.0	2.0	20101.0	html version of FL COVID Rep 06-1-2020	7.0	2020-06-01	207.0	2.0	0
Alachua	0.0	19867	382.0	2.0	20256.0	html version of FL COVID Rep 06-2-2020	7.0	2020-06-02	155.0	0.0	1
Alachua	0.0	20691	383.0	2.0	21081.0	html version of FL COVID Rep 06-03-2020	7.0	2020-06-03	824.0	1.0	2
Alachua	0.0	22031	387.0	2.0	22425.0	html version of FL COVID Rep 06-04-2020	7.0	2020-06-04	1340.0	4.0	3
Alachua	0.0	23000	392.0	2.0	23399.0	html version of FL COVID Rep 06-05-2020	7.0	2020-06-05	969.0	5.0	4
Alachua	0.0	24130	396.0	2.0	24533.0	html version of FL COVID Rep 06-06-2020	7.0	2020-06-06	1130.0	4.0	5
Alachua	0.0	25710	399.0	2.0	26116.0	html version of FL COVID Rep 06-07-2020	7.0	2020-06-07	1580.0	3.0	6
Alachua	0.0	25962	399.0	2.0	26368.0	html version of FL COVID Rep 06-08-2020	7.0	2020-06-08	252.0	0.0	0
Alachua	0.0	26266	404.0	2.0	26677.0	html version of FL COVID Rep 06-09-2020	7.0	2020-06-09	304.0	5.0	1
Alachua	0.0	26707	412.0	2.0	27126.0	html version of FL COVID Rep 06-10-2020	7.0	2020-06-10	441.0	8.0	2
Alachua	0.0	27418	443.0	2.0	27868.0	html version of FL COVID Rep 06-11-2020	7.0	2020-06-11	711.0	31.0	3
Alachua	0.0	28333	506.0	2.0	28846.0	html version of FL COVID Rep 06-12-2020	7.0	2020-06-12	915.0	63.0	4
Alachua	0.0	29316	531.0	2.0	29854.0	html version of FL COVID Rep 06-13-2020	7.0	2020-06-13	983.0	25.0	5
Alachua	0.0	30054	541.0	2.0	30602.0	html version of FL COVID Rep 06-14-2020	7.0	2020-06-14	738.0	10.0	6
Alachua	0.0	30316	551.0	2.0	30874.0	html version of FL COVID Rep 06-15-2020	7.0	2020-06-15	262.0	10.0	0
Alachua	0.0	30941	564.0	2.0	31512.0	html version of FL COVID Rep 06-16-2020	7.0	2020-06-16	625.0	13.0	1
Alachua	0.0	31597	580.0	2.0	32186.0	html version of FL COVID Rep 06-17-2020	9.0	2020-06-17	656.0	16.0	2
Alachua	1.0	31738	600.0	2.0	32348.0	html version of FL COVID Rep 06-18-2020	9.0	2020-06-18	141.0	20.0	3
Alachua	0.0	32506	633.0	2.0	33148.0	html version of FL COVID Rep 06-19-2020	9.0	2020-06-19	768.0	33.0	4
Alachua	0.0	33415	673.0	2.0	34097.0	html version of FL COVID Rep 06-20-2020	9.0	2020-06-20	909.0	40.0	5
Alachua	0.0	34586	716.0	2.0	35311.0	html version of FL COVID Rep 06-21-2020	9.0	2020-06-21	1171.0	43.0	6
Alachua	0.0	34912	738.0	2.0	35659.0	html version of FL COVID Rep 06-22-2020	9.0	2020-06-22	326.0	22.0	0
Alachua	0.0	35120	760.0	2.0	35889.0	html version of FL COVID Rep 06-23-2020	9.0	2020-06-23	208.0	22.0	1
Alachua	0.0	35558	807.0	2.0	36374.0	html version of FL COVID Rep 06-24-2020	9.0	2020-06-24	438.0	47.0	2
Alachua	0.0	36472	863.0	2.0	37344.0	html version of FL COVID Rep 06-25-2020	9.0	2020-06-25	914.0	56.0	3
Alachua	0.0	37020	945.0	2.0	37974.0	html version of FL COVID Rep 06-26-2020	9.0	2020-06-26	548.0	82.0	4
Alachua	1.0	38462	1033.0	3.0	39505.0	html version of FL COVID Rep 06-27-2020	9.0	2020-06-27	1442.0	88.0	5
Alachua	1.0	39341	1124.0	3.0	40476.0	html version of FL COVID Rep 06-28-2020	10.0	2020-06-28	879.0	91.0	6
Alachua	1.0	39673	1159.0	3.0	40843.0	html version of FL COVID Rep 06-29-2020	10.0	2020-06-29	332.0	35.0	0
Alachua	1.0	40108	1197.0	3.0	41316.0	html version of FL COVID Rep 06-30-2020	10.0	2020-06-30	435.0	38.0	1
Alachua	0.0	40646	1245.0	3.0	41900.0	html version of FL COVID Rep 07-01-2020	9.0	2020-07-01	538.0	48.0	2
Alachua	0.0	41526	1332.0	3.0	42867.0	html version of FL COVID Rep 07-02-2020	9.0	2020-07-02	880.0	87.0	3
Alachua	0.0	42414	1423.0	3.0	43849.0	html version of FL COVID Rep 07-03-2020	12.0	2020-07-03	888.0	91.0	4
Alachua	0.0	43173	1506.0	3.0	44691.0	html version of FL COVID Rep 07-04-2020	12.0	2020-07-04	759.0	83.0	5
Alachua	0.0	43619	1578.0	3.0	45208.0	html version of FL COVID Rep 07-05-2020	11.0	2020-07-05	446.0	72.0	6
Alachua	0.0	43996	1636.0	4.0	45643.0	html version of FL COVID Rep 07-06-2020	11.0	2020-07-06	377.0	58.0	0
Alachua	0.0	44402	1701.0	4.0	46114.0	html version of FL COVID Rep 07-07-2020	11.0	2020-07-07	406.0	65.0	1
Alachua	0.0	45247	1792.0	4.0	47050.0	html version of FL COVID Rep 07-08-2020	11.0	2020-07-08	845.0	91.0	2
Alachua	0.0	45895	1871.0	4.0	47777.0	html version of FL COVID Rep 07-09-2020	11.0	2020-07-09	648.0	79.0	3
Alachua	0.0	47029	1978.0	4.0	49018.0	html version of FL COVID Rep 07-10-2020	11.0	2020-07-10	1134.0	107.0	4
Alachua	0.0	47662	2043.0	4.0	49717.0	html version of FL COVID Rep 07-11-2020	12.0	2020-07-11	633.0	65.0	5
Alachua	0.0	48840	2098.0	4.0	50950.0	html version of FL COVID Rep 07-12-2020	12.0	2020-07-12	1178.0	55.0	6
Baker	2.0	1	0.0	0.0	3.0	html version of FL COVID Rep 03-16-2020	0.0	2020-03-16			0
Baker	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-18-2020	0.0	2020-03-18	3.0	0.0	2
Baker	1.0	5	0.0	0.0	6.0	html version of FL COVID Rep 03-19-2020	0.0	2020-03-19	1.0	0.0	3
Baker	2.0	6	0.0	6.0	8.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20	1.0	0.0	4
Baker	4.0	9	1.0	10.0	14.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	3.0	1.0	5
Baker	7.0	9	1.0	10.0	17.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	0.0	0.0	6
Baker	6.0	9	2.0	18.0	17.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	0.0	1.0	6
Baker	2.0	13	3.0	19.0	18.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	4.0	1.0	0
Baker	2.0	13	3.0	19.0	18.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	0.0	0.0	0
Baker	1.0	16	4.0	20.0	21.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	3.0	1.0	1
Baker	1.0	16	4.0	20.0	21.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	0.0	0.0	1
Baker	2.0	21	5.0	19.0	28.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	5.0	1.0	2
Baker	8.0	28	5.0	15.0	41.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	7.0	0.0	2
Baker	9.0	29	5.0	15.0	43.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	1.0	0.0	3
Baker	7.0	33	5.0	13.0	45.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	4.0	0.0	3
Baker	3.0	36	7.0	16.0	46.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	3.0	2.0	4
Baker	3.0	39	7.0	15.0	49.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	3.0	0.0	4
Baker	1.0	44	7.0	14.0	52.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	5.0	0.0	5
Baker	1.0	44	7.0	14.0	52.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	0.0	0.0	5
Baker	1.0	46	7.0	13.0	54.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	2.0	0.0	6
Baker	1.0	54	8.0	13.0	63.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	8.0	1.0	6
Baker	1.0	57	8.0	12.0	66.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	3.0	0.0	0
Baker	1.0	58	8.0	12.0	67.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	1.0	0.0	0
Baker	1.0	63	9.0	13.0	73.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	5.0	1.0	1
Baker	1.0	65	9.0	12.0	75.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	2.0	0.0	1
Baker	1.0	71	9.0	11.0	81.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	6.0	0.0	2
Baker	1.0	81	11.0	12.0	93.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	10.0	2.0	3
Baker	1.0	82	11.0	12.0	94.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	1.0	0.0	3
Baker	1.0	94	11.0	10.0	106.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	12.0	0.0	4
Baker	1.0	97	11.0	10.0	109.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	3.0	0.0	4
Baker	1.0	110	11.0	9.0	122.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	13.0	0.0	5
Baker	1.0	116	11.0	9.0	128.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	6.0	0.0	5
Baker	1.0	125	12.0	9.0	138.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	9.0	1.0	6
Baker	1.0	125	12.0	9.0	138.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	0.0	0.0	6
Baker	1.0	136	13.0	9.0	150.0	html version of FL COVID Rep 04-06-2020	0.0	2020-04-06	11.0	1.0	0
Baker	1.0	136	13.0	9.0	150.0	html version of FL COVID Rep 04-06-2020(PM)	0.0	2020-04-06	0.0	0.0	0
Baker	2.0	141	15.0	10.0	158.0	html version of FL COVID Rep 04-07-2020	0.0	2020-04-07	5.0	2.0	1
Baker	2.0	142	15.0	10.0	159.0	html version of FL COVID Rep 04-07-2020(PM)	0.0	2020-04-07	1.0	0.0	1
Baker	1.0	152	15.0	9.0	168.0	html version of FL COVID Rep 04-08-2020	0.0	2020-04-08	10.0	0.0	2
Baker	0.0	153	15.0	9.0	168.0	html version of FL COVID Rep 04-08-2020(PM)	0.0	2020-04-08	1.0	0.0	2
Baker	0.0	167	16.0	9.0	183.0	html version of FL COVID Rep 04-09-2020	0.0	2020-04-09	14.0	1.0	3
Baker	0.0	171	16.0	9.0	187.0	html version of FL COVID Rep 04-09-2020(PM)	0.0	2020-04-09	4.0	0.0	3
Baker	0.0	184	16.0	8.0	200.0	html version of FL COVID Rep 04-10-2020	0.0	2020-04-10	13.0	0.0	4
Baker	0.0	184	16.0	8.0	200.0	html version of FL COVID Rep 04-10-2020(PM)	0.0	2020-04-10	0.0	0.0	4
Baker	0.0	198	17.0	8.0	215.0	html version of FL COVID Rep 04-11-2020	0.0	2020-04-11	14.0	1.0	5
Baker	0.0	199	17.0	8.0	216.0	html version of FL COVID Rep 04-11-2020(PM)	0.0	2020-04-11	1.0	0.0	5
Baker	0.0	204	17.0	8.0	221.0	html version of FL COVID Rep 04-12-2020	0.0	2020-04-12	5.0	0.0	6
Baker	0.0	204	17.0	8.0	221.0	html version of FL COVID Rep 04-12-2020(PM)	0.0	2020-04-12	0.0	0.0	6
Baker	0.0	218	17.0	7.0	235.0	html version of FL COVID Rep 04-13-2020	0.0	2020-04-13	14.0	0.0	0
Baker	0.0	218	17.0	7.0	235.0	html version of FL COVID Rep 04-13-2020(PM)	0.0	2020-04-13	0.0	0.0	0
Baker	0.0	220	17.0	7.0	237.0	html version of FL COVID Rep 04-14-2020	0.0	2020-04-14	2.0	0.0	1
Baker	0.0	221	17.0	7.0	238.0	html version of FL COVID Rep 04-14-2020(PM)	0.0	2020-04-14	1.0	0.0	1
Baker	0.0	225	17.0	7.0	242.0	html version of FL COVID Rep 04-15-2020	0.0	2020-04-15	4.0	0.0	2
Baker	0.0	226	17.0	7.0	243.0	html version of FL COVID Rep 04-15-2020(PM)	0.0	2020-04-15	1.0	0.0	2
Baker	0.0	229	17.0	7.0	246.0	html version of FL COVID Rep 04-16-2020	0.0	2020-04-16	3.0	0.0	3
Baker	0.0	229	17.0	7.0	246.0	html version of FL COVID Rep 04-16-2020(PM)	0.0	2020-04-16	0.0	0.0	3
Baker	0.0	236	17.0	7.0	253.0	html version of FL COVID Rep 04-17-2020	0.0	2020-04-17	7.0	0.0	4
Baker	0.0	239	17.0	7.0	256.0	html version of FL COVID Rep 04-17-2020(PM)	0.0	2020-04-17	3.0	0.0	4
Baker	0.0	241	17.0	7.0	258.0	html version of FL COVID Rep 04-18-2020	0.0	2020-04-18	2.0	0.0	5
Baker	0.0	253	17.0	6.0	270.0	html version of FL COVID Rep 04-18-2020(PM)	0.0	2020-04-18	12.0	0.0	5
Baker	0.0	255	17.0	6.0	272.0	html version of FL COVID Rep 04-19-2020	0.0	2020-04-19	2.0	0.0	6
