COUNTY	AWAITING_TESTING	NEGATIVE	POSITIVE	PERCENT_POSITIVE	TOTAL_TESTED	FILE_NAME	INCONCLUSIVE	DATE	NEW_NEGATIVES	NEW_CASES	DAY_OF_WEEK
Union	0.0	2087	43.0	2.0	2130.0	html version of FL COVID Rep 06-23-2020	0.0	2020-06-23	14.0	1.0	1
Union	0.0	2095	44.0	2.0	2139.0	html version of FL COVID Rep 06-24-2020	0.0	2020-06-24	8.0	1.0	2
Union	0.0	2120	46.0	2.0	2166.0	html version of FL COVID Rep 06-25-2020	0.0	2020-06-25	25.0	2.0	3
Union	1.0	2137	48.0	2.0	2186.0	html version of FL COVID Rep 06-26-2020	0.0	2020-06-26	17.0	2.0	4
Union	2.0	2182	58.0	3.0	2242.0	html version of FL COVID Rep 06-27-2020	0.0	2020-06-27	45.0	10.0	5
Union	1.0	2205	61.0	3.0	2267.0	html version of FL COVID Rep 06-28-2020	0.0	2020-06-28	23.0	3.0	6
Union	1.0	2215	61.0	3.0	2277.0	html version of FL COVID Rep 06-29-2020	0.0	2020-06-29	10.0	0.0	0
Union	1.0	2229	62.0	3.0	2292.0	html version of FL COVID Rep 06-30-2020	0.0	2020-06-30	14.0	1.0	1
Union	1.0	2242	62.0	3.0	2305.0	html version of FL COVID Rep 07-01-2020	0.0	2020-07-01	13.0	0.0	2
Union	0.0	2282	71.0	3.0	2353.0	html version of FL COVID Rep 07-02-2020	0.0	2020-07-02	40.0	9.0	3
Union	1.0	2309	74.0	3.0	2384.0	html version of FL COVID Rep 07-03-2020	0.0	2020-07-03	27.0	3.0	4
Union	1.0	2333	82.0	3.0	2416.0	html version of FL COVID Rep 07-04-2020	0.0	2020-07-04	24.0	8.0	5
Union	1.0	2347	85.0	3.0	2433.0	html version of FL COVID Rep 07-05-2020	0.0	2020-07-05	14.0	3.0	6
Union	1.0	2360	89.0	4.0	2450.0	html version of FL COVID Rep 07-06-2020	0.0	2020-07-06	13.0	4.0	0
Union	0.0	2389	92.0	4.0	2481.0	html version of FL COVID Rep 07-07-2020	0.0	2020-07-07	29.0	3.0	1
Union	0.0	2421	99.0	4.0	2520.0	html version of FL COVID Rep 07-08-2020	0.0	2020-07-08	32.0	7.0	2
Union	0.0	2431	101.0	4.0	2532.0	html version of FL COVID Rep 07-09-2020	0.0	2020-07-09	10.0	2.0	3
Union	0.0	2501	105.0	4.0	2606.0	html version of FL COVID Rep 07-10-2020	0.0	2020-07-10	70.0	4.0	4
Union	0.0	2530	109.0	4.0	2639.0	html version of FL COVID Rep 07-11-2020	0.0	2020-07-11	29.0	4.0	5
Union	0.0	2537	114.0	4.0	2651.0	html version of FL COVID Rep 07-12-2020	0.0	2020-07-12	7.0	5.0	6
Unknown	2.0	0	0.0	0.0	2.0	html version of FL COVID Rep 03-16-2020	0.0	2020-03-16			0
Unknown	2.0	0	0.0	0.0	2.0	html version of FL COVID Rep 03-18-2020	0.0	2020-03-18	0.0	0.0	2
Unknown	2.0	0	0.0	0.0	2.0	html version of FL COVID Rep 03-19-2020	0.0	2020-03-19	0.0	0.0	3
Unknown	1.0	4	0.0	4.0	5.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20	4.0	0.0	4
Unknown	1.0	5	1.0	17.0	7.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	1.0	1.0	5
Unknown	1.0	5	1.0	17.0	7.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	0.0	0.0	6
Unknown	2.0	5	1.0	17.0	8.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	0.0	0.0	6
Unknown	2.0	5	1.0	17.0	8.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	0.0	0.0	0
Unknown	2.0	5	0.0	0.0	7.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	0.0	-1.0	0
Unknown	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	-1.0	0.0	1
Unknown	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	0.0	0.0	1
Unknown	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	0.0	0.0	2
Unknown	0.0	4	0.0	0.0	4.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	0.0	0.0	2
Unknown	0.0	5	0.0	0.0	5.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	1.0	0.0	3
Unknown	0.0	5	0.0	0.0	5.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	0.0	0.0	3
Unknown	0.0	6	0.0	0.0	6.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	1.0	0.0	4
Unknown	0.0	8	0.0	0.0	8.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	2.0	0.0	4
Unknown	0.0	11	0.0	0.0	11.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	3.0	0.0	5
Unknown	0.0	11	0.0	0.0	11.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	0.0	0.0	5
Unknown	0.0	11	0.0	0.0	11.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	0.0	0.0	6
Unknown	0.0	11	1.0	8.0	12.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	0.0	1.0	6
Unknown	0.0	11	1.0	8.0	12.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	0.0	0.0	0
Unknown	2.0	11	2.0	15.0	15.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	0.0	1.0	0
Unknown	7.0	11	2.0	15.0	20.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	0.0	0.0	1
Unknown	10.0	12	2.0	14.0	24.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	1.0	0.0	1
Unknown	10.0	15	2.0	12.0	27.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	3.0	0.0	2
Unknown	9.0	17	5.0	23.0	31.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	2.0	3.0	3
Unknown	8.0	20	9.0	31.0	37.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	3.0	4.0	3
Unknown	4.0	25	10.0	29.0	39.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	5.0	1.0	4
Unknown	20.0	25	10.0	29.0	55.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	0.0	0.0	4
Unknown	24.0	27	10.0	27.0	61.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	2.0	0.0	5
Unknown	43.0	27	10.0	27.0	80.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	0.0	0.0	5
Unknown	29.0	35	24.0	41.0	88.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	8.0	14.0	6
Unknown	67.0	35	4.0	10.0	106.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	0.0	-20.0	6
Unknown	74.0	36	7.0	16.0	117.0	html version of FL COVID Rep 04-06-2020	0.0	2020-04-06	1.0	3.0	0
Unknown	65.0	36	5.0	12.0	106.0	html version of FL COVID Rep 04-06-2020(PM)	0.0	2020-04-06	0.0	-2.0	0
Unknown	36.0	59	2.0	3.0	97.0	html version of FL COVID Rep 04-07-2020	0.0	2020-04-07	23.0	-3.0	1
Unknown	36.0	59	2.0	3.0	97.0	html version of FL COVID Rep 04-07-2020(PM)	0.0	2020-04-07	0.0	0.0	1
Unknown	18.0	65	2.0	3.0	85.0	html version of FL COVID Rep 04-08-2020	0.0	2020-04-08	6.0	0.0	2
Unknown	20.0	65	2.0	3.0	87.0	html version of FL COVID Rep 04-08-2020(PM)	0.0	2020-04-08	0.0	0.0	2
Unknown	17.0	64	2.0	3.0	83.0	html version of FL COVID Rep 04-09-2020	0.0	2020-04-09	-1.0	0.0	3
Unknown	13.0	40	2.0	5.0	55.0	html version of FL COVID Rep 04-09-2020(PM)	0.0	2020-04-09	-24.0	0.0	3
Unknown	13.0	40	2.0	5.0	55.0	html version of FL COVID Rep 04-10-2020	0.0	2020-04-10	0.0	0.0	4
Unknown	12.0	31	2.0	6.0	45.0	html version of FL COVID Rep 04-10-2020(PM)	0.0	2020-04-10	-9.0	0.0	4
Unknown	12.0	32	2.0	6.0	46.0	html version of FL COVID Rep 04-11-2020	0.0	2020-04-11	1.0	0.0	5
Unknown	12.0	32	2.0	6.0	46.0	html version of FL COVID Rep 04-11-2020(PM)	0.0	2020-04-11	0.0	0.0	5
Unknown	12.0	32	2.0	6.0	46.0	html version of FL COVID Rep 04-12-2020	0.0	2020-04-12	0.0	0.0	6
Unknown	12.0	32	2.0	6.0	46.0	html version of FL COVID Rep 04-12-2020(PM)	0.0	2020-04-12	0.0	0.0	6
Unknown	11.0	34	2.0	6.0	47.0	html version of FL COVID Rep 04-13-2020	0.0	2020-04-13	2.0	0.0	0
Unknown	11.0	32	2.0	6.0	45.0	html version of FL COVID Rep 04-13-2020(PM)	0.0	2020-04-13	-2.0	0.0	0
Unknown	11.0	33	3.0	8.0	47.0	html version of FL COVID Rep 04-14-2020	0.0	2020-04-14	1.0	1.0	1
Unknown	11.0	33	3.0	8.0	47.0	html version of FL COVID Rep 04-14-2020(PM)	0.0	2020-04-14	0.0	0.0	1
Unknown	11.0	33	4.0	11.0	48.0	html version of FL COVID Rep 04-15-2020	0.0	2020-04-15	0.0	1.0	2
Unknown	11.0	33	5.0	13.0	49.0	html version of FL COVID Rep 04-15-2020(PM)	0.0	2020-04-15	0.0	1.0	2
Unknown	11.0	33	6.0	15.0	50.0	html version of FL COVID Rep 04-16-2020	0.0	2020-04-16	0.0	1.0	3
Unknown	11.0	33	3.0	8.0	47.0	html version of FL COVID Rep 04-16-2020(PM)	0.0	2020-04-16	0.0	-3.0	3
Unknown	11.0	33	4.0	11.0	48.0	html version of FL COVID Rep 04-17-2020	0.0	2020-04-17	0.0	1.0	4
Unknown	12.0	34	3.0	8.0	49.0	html version of FL COVID Rep 04-17-2020(PM)	0.0	2020-04-17	1.0	-1.0	4
Unknown	12.0	34	4.0	11.0	50.0	html version of FL COVID Rep 04-18-2020	0.0	2020-04-18	0.0	1.0	5
Unknown	9.0	36	3.0	8.0	48.0	html version of FL COVID Rep 04-18-2020(PM)	0.0	2020-04-18	2.0	-1.0	5
Unknown	9.0	36	3.0	8.0	48.0	html version of FL COVID Rep 04-19-2020	0.0	2020-04-19	0.0	0.0	6
Unknown	9.0	36	3.0	8.0	48.0	html version of FL COVID Rep 04-19-2020(PM)	0.0	2020-04-19	0.0	0.0	6
Unknown	9.0	36	3.0	8.0	48.0	html version of FL COVID Rep 04-20-2020	0.0	2020-04-20	0.0	0.0	0
Unknown	8.0	36	3.0	8.0	47.0	html version of FL COVID Rep 04-20-2020(PM)	0.0	2020-04-20	0.0	0.0	0
Unknown	8.0	36	3.0	8.0	47.0	html version of FL COVID Rep 04-21-2020	0.0	2020-04-21	0.0	0.0	1
Unknown	8.0	36	4.0	10.0	48.0	html version of FL COVID Rep 04-21-2020(PM)	0.0	2020-04-21	0.0	1.0	1
Unknown	7.0	36	0.0	0.0	43.0	html version of FL COVID Rep 04-22-2020	0.0	2020-04-22	0.0	-4.0	2
Unknown	1.0	37	0.0	0.0	38.0	html version of FL COVID Rep 04-22-2020(PM)	0.0	2020-04-22	1.0	0.0	2
Unknown	1.0	37	0.0	0.0	38.0	html version of FL COVID Rep 04-23-2020	0.0	2020-04-23	0.0	0.0	3
Unknown	1.0	37	0.0	0.0	38.0	html version of FL COVID Rep 04-23-2020(PM)	0.0	2020-04-23	0.0	0.0	3
Unknown	1.0	40	0.0	0.0	41.0	html version of FL COVID Rep 04-24-2020	0.0	2020-04-24	3.0	0.0	4
Unknown	1.0	40	0.0	0.0	41.0	html version of FL COVID Rep 04-24-2020(PM)	0.0	2020-04-24	0.0	0.0	4
Unknown	1.0	41	1.0	2.0	43.0	html version of FL COVID Rep 04-25-2020	0.0	2020-04-25	1.0	1.0	5
Unknown	1.0	41	0.0	0.0	42.0	html version of FL COVID Rep 04-26-2020	0.0	2020-04-26	0.0	-1.0	6
Unknown	1.0	41	1.0	2.0	43.0	html version of FL COVID Rep 04-27-2020	0.0	2020-04-27	0.0	1.0	0
Unknown	1.0	49	4.0	8.0	54.0	html version of FL COVID Rep 04-28-2020	0.0	2020-04-28	8.0	3.0	1
Unknown	1.0	45	7.0	13.0	53.0	html version of FL COVID Rep 04-29-2020	0.0	2020-04-29	-4.0	3.0	2
Unknown	1.0	47	7.0	13.0	55.0	html version of FL COVID Rep 04-30-2020	0.0	2020-04-30	2.0	0.0	3
Unknown	1.0	49	8.0	14.0	58.0	html version of FL COVID Rep 05-01-2020	0.0	2020-05-01	2.0	1.0	4
Unknown	1.0	50	9.0	15.0	60.0	html version of FL COVID Rep 05-02-2020	0.0	2020-05-02	1.0	1.0	5
Unknown	1.0	51	12.0	19.0	64.0	html version of FL COVID Rep 05-03-2020	0.0	2020-05-03	1.0	3.0	6
Unknown	1.0	58	12.0	17.0	71.0	html version of FL COVID Rep 05-04-2020	0.0	2020-05-04	7.0	0.0	0
Unknown	1.0	56	17.0	23.0	74.0	html version of FL COVID Rep 05-05-2020	0.0	2020-05-05	-2.0	5.0	1
Unknown	1.0	67	31.0	32.0	99.0	html version of FL COVID Rep 05-06-2020	0.0	2020-05-06	11.0	14.0	2
Unknown	1.0	72	33.0	31.0	106.0	html version of FL COVID Rep 05-07-2020	0.0	2020-05-07	5.0	2.0	3
Unknown	1.0	157	33.0	17.0	191.0	html version of FL COVID Rep 05-08-2020	0.0	2020-05-08	85.0	0.0	4
Unknown	1.0	158	49.0	24.0	208.0	html version of FL COVID Rep 05-09-2020	0.0	2020-05-09	1.0	16.0	5
Unknown	1.0	169	50.0	23.0	220.0	html version of FL COVID Rep 05-10-2020	0.0	2020-05-10	11.0	1.0	6
Unknown	1.0	173	50.0	22.0	224.0	html version of FL COVID Rep 05-11-2020	0.0	2020-05-11	4.0	0.0	0
Unknown	1.0	174	57.0	25.0	232.0	html version of FL COVID Rep 05-12-2020	0.0	2020-05-12	1.0	7.0	1
Unknown	1.0	178	88.0	33.0	267.0	html version of FL COVID Rep 05-13-2020	0.0	2020-05-13	4.0	31.0	2
Unknown	1.0	171	76.0	31.0	248.0	html version of FL COVID Rep 05-14-2020	0.0	2020-05-14	-7.0	-12.0	3
Unknown	1.0	171	78.0	31.0	250.0	html version of FL COVID Rep 05-15-2020	0.0	2020-05-15	0.0	2.0	4
Unknown	1.0	172	79.0	31.0	252.0	html version of FL COVID Rep 05-16-2020	0.0	2020-05-16	1.0	1.0	5
Unknown	1.0	173	79.0	31.0	253.0	html version of FL COVID Rep 05-17-2020	0.0	2020-05-17	1.0	0.0	6
Unknown	1.0	174	79.0	31.0	254.0	html version of FL COVID Rep 05-18-2020	0.0	2020-05-18	1.0	0.0	0
Unknown	1.0	178	79.0	31.0	258.0	html version of FL COVID Rep 05-19-2020	0.0	2020-05-19	4.0	0.0	1
Unknown	1.0	185	80.0	30.0	266.0	html version of FL COVID Rep 05-20-2020	0.0	2020-05-20	7.0	1.0	2
Unknown	1.0	529	82.0	13.0	621.0	html version of FL COVID Rep 05-21-2020	9.0	2020-05-21	344.0	2.0	3
Unknown	1.0	638	84.0	11.0	733.0	html version of FL COVID Rep 05-22-2020	10.0	2020-05-22	109.0	2.0	4
Unknown	1.0	1323	84.0	6.0	1428.0	html version of FL COVID Rep 05-23-2020	20.0	2020-05-23	685.0	0.0	5
Unknown	1.0	1322	85.0	6.0	1428.0	html version of FL COVID Rep 05-24-2020	20.0	2020-05-24	-1.0	1.0	6
Unknown	1.0	1295	85.0	6.0	1399.0	html version of FL COVID Rep 05-25-2020	18.0	2020-05-25	-27.0	0.0	0
Unknown	1.0	1298	85.0	6.0	1402.0	html version of FL COVID Rep 05-26-2020	18.0	2020-05-26	3.0	0.0	1
Unknown	1.0	1303	85.0	6.0	1407.0	html version of FL COVID Rep 05-27-2020	18.0	2020-05-27	5.0	0.0	2
Unknown	1.0	1337	86.0	6.0	1442.0	html version of FL COVID Rep 05-28-2020	18.0	2020-05-28	34.0	1.0	3
Unknown	1.0	1352	83.0	6.0	1451.0	html version of FL COVID Rep 05-29-2020	15.0	2020-05-29	15.0	-3.0	4
Unknown	1.0	1353	84.0	6.0	1453.0	html version of FL COVID Rep 05-30-2020	15.0	2020-05-30	1.0	1.0	5
Unknown	1.0	1370	84.0	6.0	1470.0	html version of FL COVID Rep 05-31-2020	15.0	2020-05-31	17.0	0.0	6
Unknown	1.0	1372	84.0	6.0	1472.0	html version of FL COVID Rep 06-1-2020	15.0	2020-06-01	2.0	0.0	0
Unknown	1.0	1373	87.0	6.0	1476.0	html version of FL COVID Rep 06-2-2020	15.0	2020-06-02	1.0	3.0	1
Unknown	1.0	1376	89.0	6.0	1481.0	html version of FL COVID Rep 06-03-2020	15.0	2020-06-03	3.0	2.0	2
Unknown	1.0	1412	90.0	6.0	1518.0	html version of FL COVID Rep 06-04-2020	15.0	2020-06-04	36.0	1.0	3
Unknown	1.0	1462	95.0	6.0	1573.0	html version of FL COVID Rep 06-05-2020	15.0	2020-06-05	50.0	5.0	4
Unknown	1.0	1500	97.0	6.0	1613.0	html version of FL COVID Rep 06-06-2020	15.0	2020-06-06	38.0	2.0	5
Unknown	1.0	1509	97.0	6.0	1622.0	html version of FL COVID Rep 06-07-2020	15.0	2020-06-07	9.0	0.0	6
Unknown	1.0	1513	93.0	6.0	1622.0	html version of FL COVID Rep 06-08-2020	15.0	2020-06-08	4.0	-4.0	0
Unknown	1.0	1535	93.0	6.0	1644.0	html version of FL COVID Rep 06-09-2020	15.0	2020-06-09	22.0	0.0	1
Unknown	1.0	1539	96.0	6.0	1651.0	html version of FL COVID Rep 06-10-2020	15.0	2020-06-10	4.0	3.0	2
Unknown	1.0	1565	96.0	6.0	1677.0	html version of FL COVID Rep 06-11-2020	15.0	2020-06-11	26.0	0.0	3
Unknown	1.0	1650	100.0	6.0	1766.0	html version of FL COVID Rep 06-12-2020	15.0	2020-06-12	85.0	4.0	4
Unknown	1.0	1660	102.0	6.0	1778.0	html version of FL COVID Rep 06-13-2020	15.0	2020-06-13	10.0	2.0	5
Unknown	1.0	1774	102.0	5.0	1892.0	html version of FL COVID Rep 06-14-2020	15.0	2020-06-14	114.0	0.0	6
Unknown	0.0	1775	97.0	5.0	1887.0	html version of FL COVID Rep 06-15-2020	15.0	2020-06-15	1.0	-5.0	0
Unknown	0.0	1783	97.0	5.0	1896.0	html version of FL COVID Rep 06-16-2020	16.0	2020-06-16	8.0	0.0	1
Unknown	0.0	1786	105.0	6.0	1907.0	html version of FL COVID Rep 06-17-2020	16.0	2020-06-17	3.0	8.0	2
Unknown	0.0	1818	110.0	6.0	1943.0	html version of FL COVID Rep 06-18-2020	15.0	2020-06-18	32.0	5.0	3
Unknown	0.0	1807	113.0	6.0	1935.0	html version of FL COVID Rep 06-19-2020	15.0	2020-06-19	-11.0	3.0	4
Unknown	0.0	1824	117.0	6.0	1956.0	html version of FL COVID Rep 06-20-2020	15.0	2020-06-20	17.0	4.0	5
Unknown	0.0	1853	118.0	6.0	1985.0	html version of FL COVID Rep 06-21-2020	14.0	2020-06-21	29.0	1.0	6
Unknown	0.0	1852	119.0	6.0	1985.0	html version of FL COVID Rep 06-22-2020	14.0	2020-06-22	-1.0	1.0	0
Unknown	0.0	1848	126.0	6.0	1988.0	html version of FL COVID Rep 06-23-2020	14.0	2020-06-23	-4.0	7.0	1
Unknown	0.0	1851	130.0	7.0	1995.0	html version of FL COVID Rep 06-24-2020	14.0	2020-06-24	3.0	4.0	2
Unknown	0.0	1854	130.0	7.0	1998.0	html version of FL COVID Rep 06-25-2020	14.0	2020-06-25	3.0	0.0	3
Unknown	1.0	1969	134.0	6.0	2118.0	html version of FL COVID Rep 06-26-2020	14.0	2020-06-26	115.0	4.0	4
Unknown	1.0	1997	139.0	6.0	2150.0	html version of FL COVID Rep 06-27-2020	13.0	2020-06-27	28.0	5.0	5
Unknown	1.0	2153	143.0	6.0	2310.0	html version of FL COVID Rep 06-28-2020	13.0	2020-06-28	156.0	4.0	6
Unknown	1.0	2165	138.0	6.0	2317.0	html version of FL COVID Rep 06-29-2020	13.0	2020-06-29	12.0	-5.0	0
Unknown	1.0	2186	145.0	6.0	2345.0	html version of FL COVID Rep 06-30-2020	13.0	2020-06-30	21.0	7.0	1
Unknown	2.0	2196	167.0	7.0	2378.0	html version of FL COVID Rep 07-01-2020	13.0	2020-07-01	10.0	22.0	2
Unknown	0.0	2261	172.0	7.0	2446.0	html version of FL COVID Rep 07-02-2020	13.0	2020-07-02	65.0	5.0	3
Unknown	0.0	2300	187.0	7.0	2500.0	html version of FL COVID Rep 07-03-2020	13.0	2020-07-03	39.0	15.0	4
Unknown	0.0	2491	201.0	7.0	2705.0	html version of FL COVID Rep 07-04-2020	13.0	2020-07-04	191.0	14.0	5
Unknown	0.0	2577	226.0	8.0	2817.0	html version of FL COVID Rep 07-05-2020	14.0	2020-07-05	86.0	25.0	6
Unknown	0.0	2639	230.0	8.0	2884.0	html version of FL COVID Rep 07-06-2020	15.0	2020-07-06	62.0	4.0	0
Unknown	0.0	2645	231.0	8.0	2891.0	html version of FL COVID Rep 07-07-2020	15.0	2020-07-07	6.0	1.0	1
Unknown	0.0	2749	251.0	8.0	3015.0	html version of FL COVID Rep 07-08-2020	15.0	2020-07-08	104.0	20.0	2
Unknown	0.0	2894	262.0	8.0	3170.0	html version of FL COVID Rep 07-09-2020	14.0	2020-07-09	145.0	11.0	3
Unknown	0.0	3006	271.0	8.0	3291.0	html version of FL COVID Rep 07-10-2020	14.0	2020-07-10	112.0	9.0	4
Unknown	0.0	3081	279.0	8.0	3373.0	html version of FL COVID Rep 07-11-2020	13.0	2020-07-11	75.0	8.0	5
Unknown	0.0	3134	297.0	9.0	3447.0	html version of FL COVID Rep 07-12-2020	16.0	2020-07-12	53.0	18.0	6
Volusia	11.0	15	7.0	21.0	33.0	html version of FL COVID Rep 03-16-2020	0.0	2020-03-16			0
Volusia	7.0	23	9.0	23.0	39.0	html version of FL COVID Rep 03-18-2020	0.0	2020-03-18	8.0	2.0	2
Volusia	8.0	25	9.0	21.0	42.0	html version of FL COVID Rep 03-19-2020	0.0	2020-03-19	2.0	0.0	3
Volusia	7.0	58	10.0	68.0	75.0	html version of FL COVID Rep 03-20-2020	0.0	2020-03-20	33.0	1.0	4
Volusia	5.0	67	11.0	14.0	83.0	html version of FL COVID Rep 03-21-2020(PM)	0.0	2020-03-21	9.0	1.0	5
Volusia	5.0	67	12.0	15.0	84.0	html version of FL COVID Rep 03-22-2020	0.0	2020-03-22	0.0	1.0	6
Volusia	5.0	85	14.0	14.0	104.0	html version of FL COVID Rep 03-22-2020(PM)	0.0	2020-03-22	18.0	2.0	6
Volusia	5.0	120	15.0	11.0	140.0	html version of FL COVID Rep 03-23-2020	0.0	2020-03-23	35.0	1.0	0
Volusia	9.0	131	16.0	11.0	156.0	html version of FL COVID Rep 03-23-2020(PM)	0.0	2020-03-23	11.0	1.0	0
Volusia	9.0	148	18.0	11.0	175.0	html version of FL COVID Rep 03-24-2020	0.0	2020-03-24	17.0	2.0	1
Volusia	12.0	149	19.0	11.0	180.0	html version of FL COVID Rep 03-24-2020(PM)	0.0	2020-03-24	1.0	1.0	1
Volusia	16.0	178	20.0	10.0	214.0	html version of FL COVID Rep 03-25-2020	0.0	2020-03-25	29.0	1.0	2
Volusia	9.0	266	28.0	10.0	303.0	html version of FL COVID Rep 03-25-2020(PM)	0.0	2020-03-25	88.0	8.0	2
Volusia	7.0	308	29.0	9.0	344.0	html version of FL COVID Rep 03-26-2020	0.0	2020-03-26	42.0	1.0	3
Volusia	6.0	336	34.0	9.0	376.0	html version of FL COVID Rep 03-26-2020(PM)	0.0	2020-03-26	28.0	5.0	3
Volusia	5.0	379	39.0	9.0	423.0	html version of FL COVID Rep 03-27-2020	0.0	2020-03-27	43.0	5.0	4
Volusia	5.0	413	43.0	9.0	461.0	html version of FL COVID Rep 03-27-2020(PM)	0.0	2020-03-27	34.0	4.0	4
Volusia	5.0	462	44.0	9.0	511.0	html version of FL COVID Rep 03-28-2020	0.0	2020-03-28	49.0	1.0	5
Volusia	6.0	478	44.0	8.0	528.0	html version of FL COVID Rep 03-28-2020(PM)	0.0	2020-03-28	16.0	0.0	5
Volusia	7.0	521	47.0	8.0	575.0	html version of FL COVID Rep 03-29-2020	0.0	2020-03-29	43.0	3.0	6
Volusia	5.0	583	60.0	9.0	648.0	html version of FL COVID Rep 03-29-2020(PM)	0.0	2020-03-29	62.0	13.0	6
Volusia	5.0	645	65.0	9.0	715.0	html version of FL COVID Rep 03-30-2020	0.0	2020-03-30	62.0	5.0	0
Volusia	4.0	645	69.0	10.0	718.0	html version of FL COVID Rep 03-30-2020(PM)	0.0	2020-03-30	0.0	4.0	0
Volusia	4.0	726	75.0	9.0	805.0	html version of FL COVID Rep 03-31-2020	0.0	2020-03-31	81.0	6.0	1
Volusia	4.0	737	80.0	10.0	821.0	html version of FL COVID Rep 03-31-2020(PM)	0.0	2020-03-31	11.0	5.0	1
Volusia	4.0	774	80.0	9.0	858.0	html version of FL COVID Rep 04-01-2020	0.0	2020-04-01	37.0	0.0	2
Volusia	1.0	896	100.0	10.0	997.0	html version of FL COVID Rep 04-02-2020	0.0	2020-04-02	122.0	20.0	3
Volusia	1.0	898	102.0	10.0	1001.0	html version of FL COVID Rep 04-02-2020(PM)	0.0	2020-04-02	2.0	2.0	3
Volusia	2.0	1015	119.0	10.0	1136.0	html version of FL COVID Rep 04-03-2020	0.0	2020-04-03	117.0	17.0	4
Volusia	3.0	1019	125.0	11.0	1147.0	html version of FL COVID Rep 04-03-2020(PM)	0.0	2020-04-03	4.0	6.0	4
Volusia	2.0	1066	129.0	11.0	1197.0	html version of FL COVID Rep 04-04-2020	0.0	2020-04-04	47.0	4.0	5
Volusia	3.0	1178	134.0	10.0	1315.0	html version of FL COVID Rep 04-04-2020(PM)	0.0	2020-04-04	112.0	5.0	5
Volusia	4.0	1285	143.0	10.0	1432.0	html version of FL COVID Rep 04-05-2020	0.0	2020-04-05	107.0	9.0	6
Volusia	4.0	1302	151.0	10.0	1457.0	html version of FL COVID Rep 04-05-2020(PM)	0.0	2020-04-05	17.0	8.0	6
Volusia	4.0	1394	151.0	10.0	1550.0	html version of FL COVID Rep 04-06-2020	1.0	2020-04-06	92.0	0.0	0
Volusia	4.0	1402	153.0	10.0	1560.0	html version of FL COVID Rep 04-06-2020(PM)	1.0	2020-04-06	8.0	2.0	0
Volusia	3.0	1556	162.0	9.0	1722.0	html version of FL COVID Rep 04-07-2020	1.0	2020-04-07	154.0	9.0	1
Volusia	3.0	1557	163.0	9.0	1724.0	html version of FL COVID Rep 04-07-2020(PM)	1.0	2020-04-07	1.0	1.0	1
Volusia	3.0	1630	163.0	9.0	1797.0	html version of FL COVID Rep 04-08-2020	1.0	2020-04-08	73.0	0.0	2
Volusia	9.0	1634	165.0	9.0	1809.0	html version of FL COVID Rep 04-08-2020(PM)	1.0	2020-04-08	4.0	2.0	2
Volusia	5.0	1800	179.0	9.0	1985.0	html version of FL COVID Rep 04-09-2020	1.0	2020-04-09	166.0	14.0	3
Volusia	6.0	1827	178.0	9.0	2012.0	html version of FL COVID Rep 04-09-2020(PM)	1.0	2020-04-09	27.0	-1.0	3
Volusia	4.0	1930	187.0	9.0	2122.0	html version of FL COVID Rep 04-10-2020	1.0	2020-04-10	103.0	9.0	4
