County,Awaiting testing,Inconclusive,Negative,Positive,Percent positive,Total tested,Date
Dade,130,1,9878,2202,18%,12081,04-01-2020
Broward,100,2,10701,1232,10%,11935,04-01-2020
Palm Beach,62,0,2744,567,17%,3311,04-01-2020
Orange,13,0,3847,392,9%,4239,04-01-2020
Hillsborough,10,0,4430,309,7%,4739,04-01-2020
Duval,173,0,3300,218,6%,3518,04-01-2020
Lee,10,0,2028,212,9%,2240,04-01-2020
Pinellas,68,3,2724,170,6%,2897,04-01-2020
Collier,33,0,1250,150,11%,1400,04-01-2020
Osceola,61,0,736,115,14%,851,04-01-2020
Seminole,20,1,1126,109,9%,1236,04-01-2020
Escambia,2,0,832,94,10%,926,04-01-2020
Alachua,16,1,1417,90,6%,1508,04-01-2020
St. Johns,26,1,943,83,8%,1027,04-01-2020
Sarasota,32,0,799,82,9%,881,04-01-2020
Volusia,4,0,774,80,9%,854,04-01-2020
Polk,32,0,1151,76,6%,1227,04-01-2020
Lake,7,3,1127,67,6%,1197,04-01-2020
Manatee,5,0,407,58,12%,465,04-01-2020
Sumter,5,1,735,52,7%,788,04-01-2020
Clay,4,0,483,46,9%,529,04-01-2020
Santa Rosa,2,0,334,44,12%,378,04-01-2020
Pasco,15,1,1048,43,4%,1092,04-01-2020
St. Lucie,14,0,556,40,7%,596,04-01-2020
Okaloosa,42,0,240,39,14%,279,04-01-2020
Brevard,8,0,623,38,6%,661,04-01-2020
Indian River,7,0,324,33,9%,357,04-01-2020
Martin,4,0,340,29,8%,369,04-01-2020
Leon,3,0,647,28,4%,675,04-01-2020
Marion,133,0,667,28,4%,695,04-01-2020
Monroe,67,0,181,27,13%,208,04-01-2020
Charlotte,5,0,310,24,7%,334,04-01-2020
Hernando,1,0,309,24,7%,333,04-01-2020
Flagler,0,0,197,20,9%,217,04-01-2020
Citrus,3,0,251,19,7%,270,04-01-2020
Walton,1,0,111,18,14%,129,04-01-2020
Highlands,10,1,94,17,15%,112,04-01-2020
Putnam,5,0,287,13,4%,300,04-01-2020
Nassau,0,0,157,11,7%,168,04-01-2020
Bay,3,0,138,10,7%,148,04-01-2020
Baker,1,0,71,9,11%,80,04-01-2020
Desoto,5,0,110,7,6%,117,04-01-2020
Hendry,1,0,62,4,6%,66,04-01-2020
Suwannee,6,0,70,4,5%,74,04-01-2020
Bradford,0,0,75,3,4%,78,04-01-2020
Columbia,41,0,140,3,2%,143,04-01-2020
Glades,0,0,4,3,43%,7,04-01-2020
Jackson,14,0,73,2,3%,75,04-01-2020
Levy,1,0,99,2,2%,101,04-01-2020
Unknown,10,0,15,2,12%,17,04-01-2020
Calhoun,0,0,14,1,7%,15,04-01-2020
Gadsden,0,0,46,1,2%,47,04-01-2020
Gulf,0,0,40,1,2%,41,04-01-2020
Holmes,5,0,27,1,4%,28,04-01-2020
Union,2,0,42,1,2%,43,04-01-2020
Wakulla,0,0,60,1,2%,61,04-01-2020
Washington,8,0,40,1,2%,41,04-01-2020
Dixie,0,0,41,0,0%,41,04-01-2020
Franklin,0,0,20,0,0%,20,04-01-2020
Gilchrist,0,0,40,0,0%,40,04-01-2020
Hamilton,4,0,22,0,0%,22,04-01-2020
Hardee,0,0,19,0,0%,19,04-01-2020
Jefferson,0,0,19,0,0%,19,04-01-2020
Lafayette,0,0,11,0,0%,11,04-01-2020
Liberty,0,0,3,0,0%,3,04-01-2020
Madison,0,0,30,0,0%,30,04-01-2020
Okeechobee,1,0,54,0,0%,54,04-01-2020
Taylor,0,0,36,0,0%,36,04-01-2020
Total,1235,15,59529,6955,10%,66499,04-01-2020
