County,Awaiting testing,Inconclusive,Negative,Positive,Percent positive,Total tested,Date
Dade,275,171,70714,11927,14%,82812,04-29-2020
Broward,32,30,40337,4898,11%,45265,04-29-2020
Palm Beach,55,244,24137,2911,11%,27292,04-29-2020
Orange,18,3,23216,1371,6%,24590,04-29-2020
Hillsborough,20,33,18604,1105,6%,19742,04-29-2020
Duval,73,11,21645,1007,4%,22663,04-29-2020
Lee,13,2,10174,1003,9%,11179,04-29-2020
Pinellas,193,10,13071,718,5%,13799,04-29-2020
Collier,12,1,4842,581,11%,5424,04-29-2020
Manatee,,2,3060,567,16%,3629,04-29-2020
Escambia,23,8,6401,496,7%,6905,04-29-2020
Osceola,44,3,5032,479,9%,5514,04-29-2020
Polk,7,2,6680,468,7%,7150,04-29-2020
Volusia,1,3,8021,448,5%,8472,04-29-2020
Seminole,3,4,6270,373,6%,6647,04-29-2020
Sarasota,2,1,4148,338,8%,4487,04-29-2020
Clay,,1,3429,272,7%,3702,04-29-2020
Brevard,1,2,7996,270,3%,8268,04-29-2020
Alachua,,7,6471,262,4%,6740,04-29-2020
Pasco,18,6,5131,241,4%,5378,04-29-2020
St. Lucie,54,2,2822,239,8%,3063,04-29-2020
Lake,14,,5155,227,4%,5382,04-29-2020
Charlotte,4,1,1826,223,11%,2050,04-29-2020
Leon,11,2,2955,214,7%,3171,04-29-2020
St. Johns,9,1,4691,207,4%,4899,04-29-2020
Martin,5,,1568,186,11%,1754,04-29-2020
Sumter,25,,1620,176,10%,1796,04-29-2020
Marion,163,2,4012,165,4%,4179,04-29-2020
Santa Rosa,1,1,2456,153,6%,2610,04-29-2020
Okaloosa,9,,2342,153,6%,2495,04-29-2020
Flagler,,1,1326,133,9%,1460,04-29-2020
Suwannee,1,,602,129,18%,731,04-29-2020
Putnam,3,,1387,103,7%,1490,04-29-2020
Citrus,1,2,1449,97,6%,1548,04-29-2020
Gadsden,,,410,94,19%,504,04-29-2020
Indian River,47,,1645,90,5%,1735,04-29-2020
Hernando,,,1567,89,5%,1656,04-29-2020
Highlands,9,1,1036,81,7%,1118,04-29-2020
Hendry,1,,446,80,15%,526,04-29-2020
Monroe,30,,1116,78,7%,1194,04-29-2020
Bay,,2,1394,70,5%,1466,04-29-2020
Columbia,6,,1074,57,5%,1131,04-29-2020
Nassau,,,1361,56,4%,1417,04-29-2020
Madison,51,,329,49,13%,378,04-29-2020
Bradford,2,,703,46,6%,749,04-29-2020
Walton,,1,561,35,6%,597,04-29-2020
Desoto,4,,489,28,5%,517,04-29-2020
Jefferson,,,134,28,17%,162,04-29-2020
Wakulla,1,,300,22,7%,322,04-29-2020
Baker,,,350,20,5%,370,04-29-2020
Levy,,,608,18,3%,626,04-29-2020
Hardee,,,122,16,12%,138,04-29-2020
Jackson,,,390,14,3%,404,04-29-2020
Washington,1,,284,12,4%,296,04-29-2020
Okeechobee,1,,360,10,3%,370,04-29-2020
Holmes,1,,474,9,2%,483,04-29-2020
Calhoun,,,104,8,7%,112,04-29-2020
Unknown,1,,45,7,13%,52,04-29-2020
Dixie,1,,204,6,3%,210,04-29-2020
Hamilton,1,,147,6,4%,153,04-29-2020
Glades,,,55,6,10%,61,04-29-2020
Gilchrist,1,,225,4,2%,229,04-29-2020
Union,1,,215,4,2%,219,04-29-2020
Taylor,3,,223,3,1%,226,04-29-2020
Liberty,,,48,3,6%,51,04-29-2020
Franklin,,,85,2,2%,87,04-29-2020
Gulf,,,129,1,1%,130,04-29-2020
Lafayette,,,72,1,1%,73,04-29-2020
Total,1252,560,340295,33193,9%,374048,04-29-2020
