County,Awaiting testing,Inconclusive,Negative,Positive,Percent positive,Total tested,Date
Dade,60,366,149344,17168,10%,166878,05-26-2020
Broward,21,146,90456,6799,7%,97401,05-26-2020
Palm Beach,112,437,61264,5429,8%,67130,05-26-2020
Hillsborough,19,134,51019,1969,4%,53122,05-26-2020
Orange,14,65,64483,1849,3%,66397,05-26-2020
Lee,25,8,24751,1759,7%,26518,05-26-2020
Duval,80,52,48602,1484,3%,50138,05-26-2020
Collier,6,9,12712,1305,9%,14026,05-26-2020
Pinellas,28,24,35947,1196,3%,37167,05-26-2020
Manatee,1,12,15454,990,6%,16456,05-26-2020
Polk,6,35,17783,891,5%,18709,05-26-2020
Escambia,2,18,17537,769,4%,18324,05-26-2020
Volusia,,23,19899,680,3%,20602,05-26-2020
Osceola,45,14,12913,662,5%,13589,05-26-2020
Sarasota,1,8,13072,594,4%,13674,05-26-2020
Martin,5,12,6481,535,8%,7028,05-26-2020
Seminole,4,15,17734,465,3%,18214,05-26-2020
Charlotte,3,2,5250,430,8%,5682,05-26-2020
St. Lucie,50,10,9371,413,4%,9794,05-26-2020
Brevard,1,8,20447,399,2%,20854,05-26-2020
Leon,10,6,13258,375,3%,13639,05-26-2020
Alachua,,15,15548,370,2%,15933,05-26-2020
Pasco,15,19,13327,369,3%,13715,05-26-2020
Clay,,5,8463,365,4%,8833,05-26-2020
Hendry,1,3,1747,337,16%,2087,05-26-2020
Lake,12,19,15092,277,2%,15388,05-26-2020
Gadsden,,10,3343,266,7%,3619,05-26-2020
Sumter,24,21,3668,254,6%,3943,05-26-2020
St. Johns,9,40,10072,241,2%,10353,05-26-2020
Marion,170,4,11270,240,2%,11514,05-26-2020
Jackson,,15,3110,239,7%,3364,05-26-2020
Santa Rosa,1,6,6940,209,3%,7155,05-26-2020
Liberty,,2,2019,209,9%,2230,05-26-2020
Hamilton,,3,1780,206,10%,1989,05-26-2020
Okaloosa,1,6,6893,194,3%,7093,05-26-2020
Flagler,,10,3935,177,4%,4122,05-26-2020
Suwannee,,7,2058,165,7%,2230,05-26-2020
Putnam,2,8,3287,144,4%,3439,05-26-2020
Columbia,4,23,3353,132,4%,3508,05-26-2020
Desoto,6,1,2173,121,5%,2295,05-26-2020
Indian River,53,1,4929,119,2%,5049,05-26-2020
Citrus,1,3,3754,119,3%,3876,05-26-2020
Highlands,4,6,3743,114,3%,3863,05-26-2020
Hernando,,20,3482,112,3%,3614,05-26-2020
Walton,,4,1552,108,6%,1664,05-26-2020
Monroe,97,,2415,107,4%,2522,05-26-2020
Bay,,3,3580,97,3%,3680,05-26-2020
Hardee,,,729,87,11%,816,05-26-2020
Unknown,1,18,1298,85,6%,1401,05-26-2020
Nassau,1,2,3388,70,2%,3460,05-26-2020
Madison,,3,961,69,7%,1033,05-26-2020
Okeechobee,,2,1492,67,4%,1561,05-26-2020
Calhoun,,2,520,52,9%,574,05-26-2020
Bradford,1,1,1511,51,3%,1563,05-26-2020
Washington,5,1,818,50,6%,869,05-26-2020
Dixie,,1,746,44,6%,791,05-26-2020
Wakulla,,,1285,32,2%,1317,05-26-2020
Union,,1,1722,31,2%,1754,05-26-2020
Levy,,1,1745,30,2%,1776,05-26-2020
Jefferson,,1,564,29,5%,594,05-26-2020
Baker,,,895,27,3%,922,05-26-2020
Glades,,,146,24,14%,170,05-26-2020
Holmes,,1,747,18,2%,766,05-26-2020
Taylor,,3,847,14,2%,864,05-26-2020
Gilchrist,,1,664,12,2%,677,05-26-2020
Lafayette,,,352,8,2%,360,05-26-2020
Franklin,,,540,2,0%,542,05-26-2020
Gulf,,,689,1,0%,690,05-26-2020
Total,901,1696,870969,52255,6%,924920,05-26-2020
