County,Awaiting testing,Inconclusive,Negative,Positive,Percent positive,Total tested,Date
Dade,125,330,122123,15942,12%,138395,05-19-2020
Broward,22,128,72637,6369,8%,79134,05-19-2020
Palm Beach,108,417,48529,4699,9%,53645,05-19-2020
Orange,14,57,51507,1699,3%,53263,05-19-2020
Hillsborough,23,72,38994,1670,4%,40736,05-19-2020
Lee,8,5,17989,1520,8%,19514,05-19-2020
Duval,76,32,39480,1318,3%,40830,05-19-2020
Pinellas,80,17,26827,1062,4%,27906,05-19-2020
Collier,11,3,9390,1030,10%,10423,05-19-2020
Manatee,,7,10509,888,8%,11404,05-19-2020
Polk,5,6,13616,766,5%,14388,05-19-2020
Escambia,8,18,13184,719,5%,13921,05-19-2020
Osceola,46,13,10226,629,6%,10868,05-19-2020
Volusia,,12,14522,612,4%,15146,05-19-2020
Sarasota,1,4,8954,533,6%,9491,05-19-2020
Seminole,3,13,14965,442,3%,15420,05-19-2020
Martin,6,5,3257,396,11%,3658,05-19-2020
Charlotte,3,2,3809,392,9%,4203,05-19-2020
Brevard,1,8,15525,371,2%,15904,05-19-2020
Alachua,,14,11276,339,3%,11629,05-19-2020
St. Lucie,58,7,6489,337,5%,6833,05-19-2020
Pasco,16,8,10116,327,3%,10451,05-19-2020
Clay,1,4,6259,321,5%,6584,05-19-2020
Leon,12,3,9502,304,3%,9809,05-19-2020
Lake,8,17,12285,257,2%,12559,05-19-2020
Sumter,23,13,3058,253,8%,3324,05-19-2020
Gadsden,,3,1928,242,11%,2173,05-19-2020
St. Johns,9,35,8334,233,3%,8602,05-19-2020
Marion,568,3,7822,224,3%,8049,05-19-2020
Hendry,1,2,1026,224,18%,1252,05-19-2020
Liberty,,,1939,199,9%,2138,05-19-2020
Santa Rosa,1,5,5349,186,3%,5540,05-19-2020
Okaloosa,,2,3718,180,5%,3900,05-19-2020
Flagler,,8,2667,167,6%,2842,05-19-2020
Suwannee,,,1485,160,10%,1645,05-19-2020
Jackson,1,3,1225,148,11%,1376,05-19-2020
Hamilton,,1,1378,147,10%,1526,05-19-2020
Putnam,2,8,2633,134,5%,2775,05-19-2020
Citrus,1,3,2743,114,4%,2860,05-19-2020
Columbia,4,2,2153,113,5%,2268,05-19-2020
Hernando,,2,2631,109,4%,2742,05-19-2020
Indian River,67,1,3116,108,3%,3225,05-19-2020
Highlands,2,2,2501,107,4%,2610,05-19-2020
Monroe,43,,2035,99,5%,2134,05-19-2020
Walton,,1,1019,91,8%,1111,05-19-2020
Bay,,3,2380,86,3%,2469,05-19-2020
Unknown,1,,178,79,31%,257,05-19-2020
Desoto,7,,1640,69,4%,1709,05-19-2020
Nassau,,,2521,66,3%,2587,05-19-2020
Madison,1,1,618,64,9%,683,05-19-2020
Bradford,1,1,1190,49,4%,1240,05-19-2020
Okeechobee,,2,1122,45,4%,1169,05-19-2020
Hardee,,,372,44,11%,416,05-19-2020
Calhoun,,1,361,40,10%,402,05-19-2020
Wakulla,1,,859,32,4%,891,05-19-2020
Jefferson,,,385,28,7%,413,05-19-2020
Dixie,,,418,26,6%,444,05-19-2020
Union,,,1526,26,2%,1552,05-19-2020
Baker,,,665,26,4%,691,05-19-2020
Levy,,1,1123,25,2%,1149,05-19-2020
Washington,,,442,14,3%,456,05-19-2020
Glades,,,104,13,11%,117,05-19-2020
Holmes,,1,576,10,2%,587,05-19-2020
Gilchrist,,,479,8,2%,487,05-19-2020
Lafayette,,,154,6,4%,160,05-19-2020
Taylor,1,1,402,5,1%,408,05-19-2020
Franklin,,,315,2,1%,317,05-19-2020
Gulf,,,351,1,0%,352,05-19-2020
Total,1369,1307,668911,46944,7%,717162,05-19-2020
