County,Awaiting testing,Inconclusive,Negative,Positive,Percent positive,Total tested,Date
Dade,308,201,105520,15011,12%,120732,05-15-2020
Broward,21,59,65673,6133,9%,71865,05-15-2020
Palm Beach,98,227,43372,4391,9%,47990,05-15-2020
Orange,17,39,39592,1615,4%,41246,05-15-2020
Hillsborough,20,44,34069,1568,4%,35681,05-15-2020
Lee,8,3,15538,1385,8%,16926,05-15-2020
Duval,77,14,35063,1252,3%,36329,05-15-2020
Pinellas,169,12,22615,997,4%,23624,05-15-2020
Collier,9,2,8133,915,10%,9050,05-15-2020
Manatee,,5,8651,826,9%,9482,05-15-2020
Polk,4,4,11649,716,6%,12369,05-15-2020
Escambia,7,10,11690,682,6%,12382,05-15-2020
Osceola,44,13,8601,608,7%,9222,05-15-2020
Volusia,,9,13249,590,4%,13848,05-15-2020
Sarasota,2,2,7669,496,6%,8167,05-15-2020
Seminole,2,12,11037,429,4%,11478,05-15-2020
Charlotte,6,1,3370,367,10%,3738,05-15-2020
Brevard,2,4,13470,356,3%,13830,05-15-2020
Alachua,,7,9708,330,3%,10045,05-15-2020
Pasco,16,7,9075,313,3%,9395,05-15-2020
St. Lucie,64,5,5582,313,5%,5900,05-15-2020
Clay,1,2,5297,308,5%,5607,05-15-2020
Martin,7,2,2618,294,10%,2914,05-15-2020
Leon,14,3,8130,276,3%,8409,05-15-2020
Sumter,24,,2537,250,9%,2787,05-15-2020
Lake,9,7,10128,249,2%,10384,05-15-2020
St. Johns,6,25,7293,231,3%,7549,05-15-2020
Marion,336,1,6945,218,3%,7164,05-15-2020
Liberty,,,1911,199,9%,2110,05-15-2020
Santa Rosa,1,2,4600,182,4%,4784,05-15-2020
Gadsden,2,2,972,180,16%,1154,05-15-2020
Hendry,1,1,935,180,16%,1116,05-15-2020
Okaloosa,,1,3279,174,5%,3454,05-15-2020
Flagler,,6,2350,153,6%,2509,05-15-2020
Suwannee,,,1316,151,10%,1467,05-15-2020
Hamilton,,,741,144,16%,885,05-15-2020
Putnam,2,4,2395,127,5%,2526,05-15-2020
Jackson,,1,883,125,12%,1009,05-15-2020
Citrus,1,2,2264,110,5%,2376,05-15-2020
Columbia,5,,1762,108,6%,1870,05-15-2020
Hernando,,,2313,105,4%,2418,05-15-2020
Indian River,61,,2805,104,4%,2909,05-15-2020
Highlands,7,1,2101,103,5%,2205,05-15-2020
Monroe,49,,1832,95,5%,1927,05-15-2020
Bay,,2,1914,80,4%,1996,05-15-2020
Unknown,1,,171,78,31%,249,05-15-2020
Walton,,1,866,76,8%,943,05-15-2020
Nassau,,,2137,65,3%,2202,05-15-2020
Madison,1,1,534,62,10%,597,05-15-2020
Desoto,5,,1357,61,4%,1418,05-15-2020
Bradford,1,,1056,49,4%,1105,05-15-2020
Hardee,,,312,39,11%,351,05-15-2020
Calhoun,,1,303,38,11%,342,05-15-2020
Okeechobee,,2,1018,33,3%,1053,05-15-2020
Wakulla,1,,717,31,4%,748,05-15-2020
Jefferson,,,272,28,9%,300,05-15-2020
Baker,,,581,26,4%,607,05-15-2020
Levy,,,963,24,2%,987,05-15-2020
Dixie,,,330,22,6%,352,05-15-2020
Union,,,447,14,3%,461,05-15-2020
Washington,,,373,14,4%,387,05-15-2020
Holmes,,,551,11,2%,562,05-15-2020
Glades,,,90,10,10%,100,05-15-2020
Gilchrist,,,355,7,2%,362,05-15-2020
Lafayette,,,109,5,4%,114,05-15-2020
Taylor,,,362,3,1%,365,05-15-2020
Franklin,,,218,2,1%,220,05-15-2020
Gulf,,,306,1,0%,307,05-15-2020
Total,1409,747,574075,44138,7%,618960,05-15-2020
